clusterno,tweetd
32,257019919877681154
32,257019806274953216
32,257020028879269888
32,257020314117107713
32,257023631652188160
32,256988525168320512
32,256984628747968514
36,257148818817175552
36,257282449598468096
36,257276061451165698
36,257139377518567424
36,257272093840912385
36,257149867716136963
36,257220306555502594
36,257168721028739072
36,257233569171251200
36,257250375801913344
36,257270936242364417
36,257273066801991681
36,257275562706489344
36,257273616226467841
36,257277722496217088
36,257276103436169216
36,257280478380453890
36,257276472820129792
36,257280063186292737
36,257282336285159424
36,257275709473566720
36,257275591722676224
36,257275830760255488
36,257277093237366784
36,257283317882306560
36,257149339137359873
36,257264447591157760
36,257275214507937792
36,257225599960109056
36,257248068724981760
36,257254100113190912
36,257282667446431744
36,257132909998252032
36,257124194393931776
36,257133127976251393
36,257224198995443713
36,257233854383919104
36,257171665220403200
36,257174572087005184
36,257258944462999552
36,257270491612606464
36,257270252675678212
36,257278867436359680
36,257279194566914048
36,257281636020940801
36,257277898577281024
36,257257782959566849
36,257251600509325313
36,257253181854208000
36,257138169840021504
36,257224027226124288
36,257168414727086080
36,257277579956998144
36,257144998154346497
36,257260425387864066
36,257136928221167618
36,257129164690313216
36,257273196749926400
36,257134348627767296
36,257212614277492737
36,257211892785889280
36,257195199846047744
36,257234667999227904
36,257179772935880705
36,257209632265736192
36,257180963979792384
36,257229383293628417
36,257163897436508161
36,257201658830925824
36,257221308973187072
36,257269887637024769
36,257259913653411840
36,257257296294461441
36,257259804656025601
36,257262421603909632
36,257244142797733888
36,257260773531860992
36,257266238768701440
36,257271238072872960
36,257271167075901440
36,257271074788614144
36,257135447560581120
36,257273452568903680
36,257279593147408385
36,257280264387055617
37,257549916166029313
37,257529695464210433
37,257569897687683072
37,257566513127649280
38,257804007001714688
38,257810285774135296
38,257804132981825536
38,257805705929711617
38,257805651202420736
38,257806859136811008
38,257811724495892480
38,257802375283232768
38,257801620375625731
38,257800899068583938
38,257800819536187392
38,257811670188052480
38,257800596982206464
38,257808423658323969
38,257812945311002624
38,257807832127246338
38,257810177036783616
38,257806750286241792
38,257811972144394240
38,257811485428953088
38,257808159480102912
38,257811837654024192
38,257807748295692288
38,257806020456370176
38,257802396456083459
38,257810978094346240
38,257804665553559552
38,257803981739417600
38,257809161696456704
38,257799615796113409
38,257805290664255488
38,257809879077617666
38,257811410002788352
38,257812437703733248
38,257799242268164096
38,257801498669502464
38,257802299915784192
38,257810374198435840
38,257807769187540992
38,257812705946243075
38,257807039403806720
38,257806397620760576
38,257807501012111361
38,256349883987005440
38,257805273618604032
38,257808733856464896
38,257799838094204928
38,257811082834481152
38,257805538065276928
38,257794037199798272
38,257808214073151489
38,257812147994767360
38,257807756633968640
38,257801029196849152
38,257808335783473152
38,257812660043780096
42,257937884911374336
42,257936035214929921
42,257935829991833600
42,257935016036810753
42,257935926230130688
42,257935569940791297
42,257899389840916480
42,257906264296808448
42,257937885142069249
42,257935133510885376
42,257941232041480192
42,257936555258310660
42,257935322271322112
42,257939743076147200
42,257936014293741568
42,257936249069903872
42,257936073169203200
42,257940363803754496
42,257940020046999552
42,257936718949396480
42,257935309940080640
42,257936123488256001
42,257935112526761985
42,257937272480075776
42,257935624403832832
42,257937377459314688
42,257940753882415104
42,257941374593273856
42,257943631208538112
42,257940984636272640
42,257945321559191552
42,257942201122832384
42,257942247033696256
42,257945245982019584
42,257944570950721537
42,256954358573432832
42,257559596766474240
42,257899435844055040
42,257895665227689984
42,257940003366248448
42,257936970498592768
42,257948848872382465
42,257940787445256192
42,257937343992983554
42,257936739895746561
42,257921627717787648
42,257937788635332611
42,257937314632847360
42,257909795623944192
42,257938220657045504
42,257940045317672961
42,257909711985340416
42,257944809795375104
42,257938333861294082
42,257935213223632896
42,257935184123551745
42,257937675489775616
42,257937910190456832
42,257939122444988416
42,257944935813226496
42,257936673013374976
42,257940254902874112
42,257939378268168193
42,257939575241072640
42,257940116604063744
42,257936232296878080
42,257934768530935808
42,257914791388127232
42,257937188799516672
42,257943090143305728
42,257943912319172608
42,257946181290848256
42,257945086652977153
42,257943484625997826
42,257945359307923456
42,257944055013572609
42,257944541330563073
42,257947322070204416
43,257938900125884416
43,257938933470593024
43,257938354929291264
43,257937763591135233
43,257937843161284608
43,257939038454034432
43,257941081071681536
43,257903047160774657
44,258035947789234177
44,258045938730418176
44,258045808874766336
44,258042650492542976
44,258048404956016640
44,258046131454504960
44,258050975863029761
44,258051135603105793
44,258049780561874946
44,258034257765748737
44,258018940121387009
44,258030982005927936
44,258049864368259072
44,258028062577397760
44,258018059007193090
44,258025101377814528
44,258017392343523328
44,258045968077975552
44,258045548634968064
44,258045762594816002
44,258045112381222912
44,258043233303674880
44,258042381843193856
44,258041593221750785
44,258041291512877056
44,258044810311634944
44,258045758345981952
44,258045867460804610
44,258044776954347520
44,258045854672367616
44,258048497201315840
44,258045938738790400
44,258045842127192064
44,258048371305086976
44,258046299557986305
44,258048346214772736
44,258048417379536897
44,258045993059250176
44,258048404792418304
44,258052871835250688
44,258048329588563968
44,258048342033043456
44,258048476309499904
44,258051328448806913
44,258046148353343492
44,258048300173901824
44,258048388237508608
44,258048505636061185
44,258048404914053121
44,258046521759653890
44,258046307602677760
44,258048463642710016
44,258048312861675521
44,258048493095100416
44,258046802853494784
44,258046152514093056
44,258048773903757313
44,258048639958667264
44,258048593838084096
44,258048727745433600
44,258048560052981760
44,258048564222103552
44,258049096835792896
44,258048966992740352
44,258048652394778624
44,258048748826013699
44,258048560040394752
44,258048723605676032
44,258048602180579328
44,258048690332237826
44,258048925037105152
44,258048744812077056
44,258048530617348096
44,258048891482685440
44,258048622942363648
44,258048526779551745
44,258048681629057024
44,258049117983485952
44,258048614503419904
44,258048606454575106
44,258048652390588416
44,258048941684301824
44,258052762716229632
44,258049214569918464
44,258050078516842496
44,258050221223866368
44,258051626085007360
44,258050384701030400
44,258050883768684545
44,258049600328462337
44,258051328578826240
44,258052137748148224
44,258050602624491520
44,258051244336238592
44,258049705378971648
44,258053056384602112
44,258051353539141632
44,258051357624369152
44,258051370396049408
44,258049944240390144
44,258050628004241408
44,258051290628780033
44,258051395335364608
44,258051286342184961
44,258049550072295424
44,258051277982937089
44,258049227022823424
44,258049856248102912
44,258049411656073217
44,258050107822460929
44,258054658772307968
44,258053995824824323
44,258053064731291648
44,258054331352363009
44,258053756699152384
44,258054679655755776
44,258375048761577472
44,258379612231434240
44,258042973424607233
44,258048497121644545
44,258046660230406145
44,258048736142442496
44,258049109762662400
44,258051944927592448
44,258049415816822785
44,258048602075709440
44,258049084521345024
44,258048702676094976
44,258035251572518912
44,258014510919606272
44,258018235411222528
44,258045926143315969
44,258045712279937024
44,258042927123681281
44,258045913606520832
44,258048492889579520
44,258048841255890944
44,258045993172488192
44,258052087441653760
44,258048702634151936
44,258048606286794752
44,258052305683890176
44,258048346093137921
44,258046169341636608
44,258049055257661440
44,258048581318107136
44,258049331783954432
44,258042612429230080
44,258048472211652608
44,258048333849980929
44,258048278963306496
44,262761791942180864
44,262761674547818496
44,262760860513103873
44,262765453368250369
44,262766699261087745
44,258017513969963008
44,258025118041776128
44,258025445151367168
44,258018868864356352
44,258044667684323328
44,258045712225427458
44,258045825358376960
44,258048430088261633
44,258048430205726720
44,258048585365598210
44,258048522216144897
44,258018453284323329
44,258016914167721984
44,258035670902251520
44,258038531694424065
44,258014687080366080
44,258035377300967424
44,258040922196033536
44,258036790898868224
44,258015148466384897
44,258035712870461440
44,258042730226262016
44,258034014093471744
44,258025545990811648
44,258054092369321985
44,258016801055707136
44,258023637465051136
44,258042834861580288
44,258046777431822336
44,258042893703475200
44,258043228983549952
44,258041421590822912
44,258045909227679744
44,258043258456915968
44,258041492906602496
44,258045766533267456
44,258044420207820801
44,258044164325900288
44,258043342435278848
44,258042750933561344
44,258044957070352385
44,258043644488056832
44,258045208716005376
44,258045691237113859
44,258046404453363712
44,258045808765702145
44,258045863258103808
44,258043459829657600
44,258045833700839424
44,258046010012614657
44,258048312786169857
44,258048417480187905
44,258048480575119360
44,258048367089831936
44,258048505652862977
44,258048442524381184
44,258048501437587456
44,258048375587483649
44,258048492931522560
44,258025462037635073
44,258046320206557184
44,258048425889787905
44,258048484584853505
44,258046546803847168
44,258048480336048129
44,258048396475109376
44,258048363155574784
44,258048463730782208
44,258046148596600832
44,258047289434705920
44,258049168357081088
44,258048476326268928
44,258049118084141056
44,258048522509770752
44,258048908285059072
44,258048664986066944
44,258048786532823041
44,258048828731695105
44,258048832884051968
44,258048585181040640
44,258048866488811520
44,258048728001294336
44,258048740420632576
44,258048639648272385
44,258048820288552960
44,258048656643612672
44,258048535147188224
44,258048698569850880
44,258048862219038723
44,258048891591745536
44,258048970994114560
44,258049101290151936
44,258053006245896192
44,258048975335215105
44,258049327690289153
44,258051215341010944
44,258049998804107264
44,258052934770778112
44,258050812494888960
44,258049356865880066
44,258050426405011456
44,258049139043090432
44,258052141992783872
44,258051869358837761
44,258052146115780609
44,258051005336391680
44,258052670546407426
44,258051823439593472
44,258052603513028609
44,258050678134562816
44,258054012820156417
44,258370263069118465
44,258371928375558144
44,258362440985763840
44,258372620444110850
44,258372737863671808
44,258374226694791169
44,258374382165037057
44,258373849538785280
44,258375187257520131
44,258376974240710658
44,258376613400543232
44,258377024685633536
44,258377116922552322
44,258377817245511681
44,258377146299461633
44,258377313757057027
44,258377783653330945
44,258379369003757568
44,258379608301391873
44,258381160038670336
44,258381617385570306
44,258381776798494721
44,258385123681124352
44,258384058407600129
44,258384762782244865
44,262559127102947328
44,262759732358549505
44,262761577881690113
44,262763889081581568
44,262762651468324864
44,262766594361552896
51,258262318683668481
51,258306207914283008
51,258302231487602690
51,258262733873614848
51,258281176349954048
51,258307235304857600
51,258298938916999168
51,258289916977487872
51,258280345848381440
51,258289476609118208
51,258306950381588480
51,258301942219034626
51,258303615863758850
51,258306224754413569
51,258303653327278080
51,258300490838847488
51,258306040054046722
51,258306207918485504
51,258300490872410112
51,258302000989605888
51,258303401878765568
51,258306220367175681
51,258306207658422272
51,258302525453770752
51,258306073843347457
51,258306216357416961
51,258306941686804480
51,258306820093923328
51,258307000428007424
51,258306774040469504
51,258306627168514048
51,258306870580752385
51,258306488869715968
51,258306782366162944
51,258306983680176128
51,258307059232145408
51,258306740586704898
51,258306799223066624
51,258306383831769088
51,258306652598583296
51,258307071982829570
51,258307130598244352
51,258306711004254208
51,258306862003388417
51,258306853774163969
51,258306807620046848
51,258307055205617664
51,258306497174454272
51,258307118040510464
51,258306979515228163
51,258307097048006657
51,258306769825198081
51,258306883054624768
51,258306673536536577
51,258306539335610368
51,258306417558167552
51,258306920849498113
51,258306950251548672
51,258307155881504768
51,258306476291010560
51,258307252392435713
51,258307231244771328
51,258307268855087104
51,258307210310995970
51,258265972039888896
51,258301745128669184
51,258274939155644416
51,258295294205247490
51,258290835681075201
51,258297815090991105
51,258298981216567296
51,258288054937214976
51,258294090347712512
51,258282736496807937
51,258276554285662208
51,258285949195284480
51,258306287358586880
51,258302554801328128
51,258306161764339712
51,258305976980078593
51,258305943513726976
51,258302823207419905
51,258299098510282752
51,258278277909712896
51,258303213130883072
51,258281977222926337
51,258300054648012800
51,258302789346816001
51,258306421672775680
51,258306895545266176
51,258306664866914305
51,258307033927917568
51,258302084900859905
51,258307080467931137
51,258306774166298624
51,258307122075422721
51,258306866432589825
51,258307092979527681
54,258372003810115584
54,258372180243537920
54,258372691877314560
54,258372368945270786
54,258372624734892033
54,258372578413006849
54,258372733606453249
54,258372494833090560
54,258375619186925568
54,258374662885613568
54,258376227688165376
54,258374914686472193
54,258374243660742656
54,258375199873974272
54,258376059823747074
54,258375388756058112
54,258376164551315456
54,258376089196433409
54,258373341797289984
54,258376085081825280
54,258378970825900032
54,258377787826647040
54,258379490802139136
54,258377603302436865
54,258378362546954241
54,258378249028132867
54,258379176040595458
54,258377997453774848
54,258379347923177472
54,258377787654668288
54,258378471724679168
54,258379562176630784
54,258378438052818945
54,258378672925446145
54,258377997374083072
54,258380316950032385
54,258376445498368000
54,258377800606695425
54,258381130548535297
54,258382372385464320
54,258381579435507712
54,258379981623812096
54,258355629448654848
54,258381151650054144
54,258380744710307840
54,258378345669095424
54,258379436037115904
54,258383236168814592
54,258375149814960128
54,258376160562536448
54,258385379365908480
54,258369877507715072
54,258381554521370625
54,258346259318988800
54,258379096403369984
54,258385664557608960
54,258350877033762817
54,258374818129408001
54,258373253976973313
54,258373069092057089
54,258372817677062144
54,258372750689837057
54,258372578580783104
54,258377804712923136
54,258381470584934400
54,258372524147101696
54,258379952100093952
54,258372540597157889
54,258372800681758721
54,258372213600813057
54,258370804520194048
54,258373375427239939
54,258372863827005442
54,258373039945834497
54,258373324936192000
54,258373228433637378
54,258373362924019713
54,258373366879232000
54,258371102101880832
54,258365716800090114
54,258372452785213440
54,258372809225543680
54,258372804834107392
54,258372544946647042
54,258373186603847681
54,258373904026980352
54,258373782425722881
54,258374155387420672
54,258374113482137602
54,258373753107529728
54,258374553871466497
54,258374184953053184
54,258374767902609409
54,258373459120381952
54,258374411491606529
54,258373903880163329
54,258373383920697344
54,258374210068574209
54,258374608548425728
54,258374524750417920
54,258374130397757442
54,258374264451919874
54,258373987745292288
54,258374386426462208
54,258375267159003136
54,258375279842578432
54,258374986014793728
54,258374910718640128
54,258374105206779904
54,258375711595823105
54,258374814178361344
54,258378081432133633
54,258383404075204608
54,258375611066769408
54,258375086845874177
54,258374843261677569
54,258374868624617473
54,258372326737981443
54,258374583458074624
54,258375749571063809
54,258375300793106432
54,258375426450264064
54,258374860085010432
54,258375761860362240
54,258375753505329152
54,258375736669376512
54,258373366858272768
54,258373488690229248
54,258374898114764802
54,258375497547935744
54,258375485237637121
54,258376701489315842
54,258375141338251266
54,258376495846809601
54,258376294604095489
54,258375828923097088
54,258376701627731968
54,258376432953200640
54,258375325715677184
54,258376550599233536
54,258376059647578114
54,258376487659507712
54,258375871231037440
54,258376642962018305
54,258375820882616320
54,258376097568260096
54,258376651010867200
54,258353972497219584
54,258375749260677120
54,258375849907208192
54,258376709974409217
54,258376575551172609
54,258376126924218369
54,258376676386414592
54,258375875303723011
54,258376185573171200
54,258375887840485376
54,258376202568478720
54,258376269304037378
54,258374168066813952
54,258375732584124416
54,258376957295730688
54,258373933206761472
54,258376416381517825
54,258376755973328896
54,258376781311119360
54,258376735144415233
54,258377011809095680
54,258373597930860548
54,258375418099425281
54,258376726822928384
54,258376236043227138
54,258377150397308928
54,258376772918333441
54,258376177251655680
54,258376722536353792
54,258376735282835456
54,258376005381652483
54,258376915604353025
54,258377099839152129
54,258376722565718016
54,258377036983332864
54,258376768812118018
54,258375908832972800
54,258377720822652928
54,258377632675155968
54,258377339170349058
54,258377485933219840
54,258377557139914752
54,258377058042933250
54,258377251182223360
54,258377661821374465
54,258377666242150400
54,258377708340379649
54,258377611552624640
54,258377657685778432
54,258377657656414211
54,258377649553043457
54,258376848189296641
54,258376835795124224
54,258377443809841153
54,258377519470870528
54,258377863236050944
54,258378349683027968
54,258377422800568320
54,258377242537758721
54,258378060498358274
54,258377724731727872
54,258377657719324672
54,258378601391607809
54,258378064461979648
54,258378375096303616
54,258378312198549504
54,258378463256387586
54,258377943120769025
54,258378383304585216
54,258378232427057152
54,258377909423714305
54,258378391634452480
54,258358011893002240
54,258375963463806978
54,258378681309855747
54,258374113511489537
54,258378014159691776
54,258378807264804865
54,258377733158076416
54,258378370755198976
54,258379134030446593
54,258378165397884929
54,258379658557546496
54,258378681041440768
54,258378093960503297
54,258378383254237184
54,258379423445815297
54,258378647839334400
54,258379729701330944
54,258380526661038082
54,256563663081705473
54,256564040812347393
54,258379947746394113
54,258379050379251713
54,258380887547342849
54,258380266614169600
54,258379624801767424
54,258380824687280129
54,258380250038296578
54,258378110599323648
54,258378442335207424
54,258379964603305984
54,258379146667909120
54,258380774246580225
54,258379981346983936
54,258379977186217986
54,258381164434317312
54,258381227252383744
54,258379842863628288
54,258380929423261696
54,258380984108597248
54,258380761793695744
54,258381885598744577
54,258381466340319233
54,258374508036116481
54,258376819126976512
54,258380950382202881
54,258381063611633666
54,258381558476574720
54,258382242097790978
54,258380354577125376
54,258381113951657985
54,258380937660887041
54,258382124703444992
54,258381781009563648
54,258383274022416384
54,258381332038705152
54,258382388831322116
54,258382619891339264
54,256562505541906433
54,258382804210036738
54,258382552518250497
54,258374012869169152
54,258379624856297473
54,258383286773104640
54,258382581941301248
54,258383437675765760
54,258383827481788416
54,258382586018164736
54,258383819059642369
54,258383903088328704
54,258372834382974976
54,258378316271214592
54,258382799889899521
54,258381344671928323
54,258382825236074496
54,258383240438632448
54,258383899095343104
54,258382963761377280
54,258383722594848768
54,258383450338361344
54,258383433355640832
54,258384687343493122
54,258384708465995776
54,258384901420773376
54,258384964503080961
54,258378899275251712
54,258379968717934593
54,258384595286908930
54,258383706094456832
54,258385211560177664
54,258385300009648128
54,258384813386498050
54,258384318584455168
54,258384297201901569
54,258377880046800896
54,258385152986714112
54,258384951907606529
54,258384138191650817
54,258384515603501057
54,258384247000272897
54,258384125440958464
54,258384855400849408
54,258384742184022017
54,258384884555448323
54,258384670532726784
54,258384138183262208
54,258384498872426496
54,258385287221215233
54,258385404611395584
54,258382539952123904
54,258385274831245312
54,258384792247230466
54,258384565792563201
54,258384234308304896
54,258385807285571584
54,258378937271455744
54,258382611100098562
54,258385874637692929
54,258362126207422464
54,258375468384927744
54,258376453895360514
54,258375887983099906
54,258373492947439616
54,258374834940166144
54,258373035864752129
54,258373757280858112
54,258376420617773056
54,258374893840769024
54,258376588373143552
54,258377183867838465
54,258376055612641281
54,258379125830582273
54,258376705859809280
54,258378362446282752
54,258379578911911936
54,258376701552242688
54,258375846044250113
54,258379398619754496
54,258376663740600320
54,258378513512534016
54,258378207416442881
54,258376915373670401
54,258378123383558144
54,258376714151919616
54,258378593212706817
54,258378782023503872
54,258377347365994496
54,258378035298967553
54,258376944855425024
54,258377255342981120
54,258377158890770432
54,258377359835684864
54,258379646104645633
54,258378060494168065
54,258384234627096576
54,258386386120503296
54,258379662860881921
54,258378614087749632
54,258379016594137088
54,258382204529430529
54,258382661817597954
54,258381550079574016
54,258380170052894720
54,258382317851131904
54,258380514195558400
54,258380602426941440
54,258380237140811779
54,258382523145535488
54,258380664964005891
54,258381839503355904
54,258381357196115969
54,258381948479733760
54,258381122239602690
54,258381004685836288
54,258382175135727617
54,258381076072914946
54,258379972887060482
54,258385484491939842
54,258380883256561667
54,258381076144193536
54,258383269958131714
54,258385060657500160
54,258385144602300416
54,258384917992456193
54,258382862762532864
54,258384901257195520
54,258383836063358977
54,258384427594416128
54,258384465276063744
54,258384939303718912
54,258386340184457216
54,258386708951871488
54,258384826053296130
54,258351225110663170
54,258359681200832512
54,258371806648483840
54,258344040498601984
54,258367453233565696
54,258373446600384512
54,258372645559619584
54,258373614519320576
54,258372666640175104
54,258372993590366209
54,258372775574634498
54,258372473811267585
54,258372876439269376
54,258373077795221504
54,258373425826000897
54,258372998048915456
54,258373170095091713
54,258373421430358017
54,258373291721490434
54,258374352876228609
54,258374625451462656
54,258374814140616705
54,258374205853298688
54,258374126367027200
54,258373237111672832
54,258374230951989248
54,258374558275489794
54,258374260551217153
54,258374239491592192
54,258374163834753024
54,258374361021566976
54,258374466009186305
54,258374868733685760
54,258374197544378368
54,258374809807900673
54,258374378050428929
54,258373736007364608
54,258373681686933504
54,258374927328088064
54,258374705038360580
54,258374927479087104
54,258376257077665793
54,258373698602545152
54,258375489385791488
54,258376051468677120
54,258376114488082432
54,258375191409872899
54,258375917322264577
54,258374315110723585
54,258375967477731330
54,258376273582243840
54,258375627856543746
54,258374944013025280
54,258376160411541504
54,258375174875914241
54,258375476983246848
54,258375225153052672
54,258374943945940992
54,258376122528583681
54,258376085002137600
54,258375246221033473
54,258375984447881216
54,258376109975015424
54,258375854302838786
54,258375875358232576
54,258376349113278464
54,258373408880984064
54,258375669900267520
54,258376294465687554
54,258367314725044224
54,258375971634307072
54,258376592550662144
54,258376508572307456
54,258376928074018816
54,258376974291070978
54,258376311389704192
54,258376567389057024
54,258378131747000321
54,258371743691976704
54,258374998463500289
54,258377360003448833
54,258373786435461121
54,258377947197620227
54,258377687041712129
54,258376307149266945
54,258377020302581761
54,258377846383312897
54,258377888510910464
54,258377653596336128
54,258377695707148290
54,258378089866858496
54,258378098389680128
54,258377754309976065
54,258377238507040768
54,258377611644899328
54,258377666112151552
54,258376823187054592
54,258376655427469312
54,258379230579154945
54,258377020101230592
54,258378383610753026
54,258378760812916736
54,258379171833733121
54,258379348334223360
54,258378559729577984
54,258377246765621248
54,258378987460497408
54,258379712995409921
54,258377578186948609
54,258377645132222464
54,258379087968612352
54,258379364926889984
54,258379469574774784
54,258378907743551489
54,258379318705664000
54,258378882732937216
54,258378689509740546
54,258378752667561984
54,258379935339646976
54,258380984045666305
54,258381524842455041
54,258381340381155328
54,258380744991309826
54,258378882611310592
54,258381596346961921
54,258380891607400448
54,258381977835679745
54,258381063510962176
54,258381545872711680
54,258376319644082178
54,258376538033094656
54,258381801909784579
54,258386000441663490
54,258380321328857088
54,258381889918869505
54,258380207776464896
54,258382284196040704
54,258381017474289665
54,258382053568028672
54,258381298475876353
54,258381336295903234
54,256565450199158785
54,258385958435700736
54,258383517375922177
54,258383466746503168
54,258383823509811200
54,258385190693527552
54,258384930537607168
54,258383433330466816
54,258383441651974145
54,258385115468685312
54,258384737909997568
54,258384876103950336
54,258374889457733632
54,258375434742419456
54,258383118631829504
54,258382699436339201
54,258383689103314944
54,258385253805203457
54,258383881999372289
54,258386444748455936
54,258386189088858112
54,258385496869314561
54,258385627182145536
54,258386453220954113
54,258379759279554561
54,258381176673275904
54,258382825357717504
54,258374646376833024
54,258376890191069185
54,258384221842841600
54,258384347835535360
54,258384339329503232
54,258384444400996352
54,258380891460608000
54,258384599493795840
54,258384335139393537
54,258386008473751552
54,258384565738016768
54,258384511107231744
54,258384515494461440
54,258384758881525762
54,258384561782812672
54,258384679089094656
54,258384511212085248
54,258384402109837314
54,258384452458262531
54,258384481906470913
54,258384406606131201
54,258384548948238338
54,258384402407649280
54,258384490227978240
54,258384419201634304
54,258384419226808322
54,258384444107399168
54,258384570167226368
54,258384398104264704
54,258384486222413824
54,258384490144092160
54,258384427296649219
54,258384645454970880
54,258376554516738050
54,258384716800081922
54,258384649783500800
54,258384540622528513
54,258384557466861568
54,258384393888993280
54,258384695685951489
54,258384389552099328
54,258385627110846464
54,258384846789943296
54,258385119524569088
54,258385434038632449
54,258384339170115585
54,258384452454064128
54,258386746679631873
54,258384733556310016
54,258391926842204161
54,258392174209683456
54,258384326671089665
54,258384783825072129
54,258384901533995008
54,258379914200354816
54,258380866630340608
54,258392250004942848
54,260540798980988928
54,260544980467204097
54,260537615193890816
54,260528815481176065
54,260545324341424129
54,260547085978456065
54,260547249598263297
54,260546700366708736
54,260547220317798400
54,260546540622450689
54,260546666493513728
54,260546788442910720
54,260546775700623361
54,260547312500211713
54,260547237258612736
54,260547144895836160
54,260547388207407104
54,260547098515210241
54,260547379730731008
54,260547115544084480
54,260550005193076738
54,260547295655899137
54,260548445058764801
54,260550500032839682
54,260510943576997888
54,260547111374954496
54,260549078541291520
54,260552295253692416
54,260550592609546240
54,260550613295833088
54,260547593392754689
54,260550349331521536
54,260547715015004160
54,260547505677271041
54,260552265948082177
54,260551464802463744
54,260546834517348352
54,260551901064605697
54,260550240363483137
54,260511606331555840
54,260549971705729024
54,260554539457970176
54,260550386899881988
54,260555554542477313
54,260553436427329536
54,260550168708018177
54,260554849765179392
54,260555701112406016
54,260554329486921729
54,260555541674340352
54,260554879062388736
54,260555537731690496
54,260555252229623808
54,260556603131060225
54,260555051074985986
54,260556515067428865
54,260556066155274241
54,260553893539352577
54,260555948446334976
54,260557642970300416
54,260548604412981250
54,260556573548634112
54,260556112078725120
54,260556716284973056
54,260555755772579841
54,260557596912660481
54,260556816986034177
54,260556795993550848
54,260555810080436224
54,260556552472231937
54,260556162339065856
54,260556217158610944
54,260554904165294080
54,260556078717235200
54,260556636530278401
54,260556044961456131
54,260558570112839680
54,260559043976896512
54,260559455249371136
54,260559325192404993
54,260559039988125698
54,260545924231753728
54,260558871997865984
54,260558989350273024
54,260551842415644673
54,260555898131476481
54,260561107775787009
54,260554983798349824
54,260555650873044995
54,260558251245056000
54,260552421313486851
54,260552475726200836
54,260552371019591681
54,260551116712968192
54,260554094631075840
54,260550101905334272
54,258362306516353025
54,258377632759042049
54,260550093445423106
54,260554388504985601
54,260553826480820225
54,260551464877953024
54,260554442745716737
54,260557705842921472
54,260557777389367296
54,260555378331377664
54,260557756178767872
54,260555361474469888
54,260557781403303936
54,260557806879506432
54,260558251261829120
54,260557739640619008
54,260557764647063553
54,260558075122028545
54,260555197892407296
54,260557743612628993
54,260558062732050434
54,260557962001670144
54,260558121443917824
54,260557907526045696
54,260523451087986689
54,260558012383637506
54,260557844372398080
54,260550303143837697
54,260557638964764673
54,260557827809103872
54,260557383267401729
54,260557970159579136
54,260558385672486912
54,260546209515700224
54,260538638616637440
54,260560503611473920
