,tweets,clusterID
144,#Nationals do me a favor. Beat the #Cardinals,92
145,Cardinal red... or Nats red... Or whatever. Game five! http://t.co/LEJ6GPlt,92
146,Too early to call this over? #Cardinals,92
147,Horrible start. #Cardinals,92
148,"Well I can't hate on the #Nats they are one solid ass team,  if that's the team that knocks my #Cardinals out then im content",92
149,"That was a clueless at bat by Holliday, he had no clue of what was coming. #Cardinals",92
150,"“@catswithbats: ""Cardinals pecking away""? Oh, shut up.”",92
151,"#Cardinals r being too anixous @ bat. I could c it last night when they had a chance to pull it out in the 9th. Calm down, guys.",92
152,Baseball is nuts this year. #Cardinals?,92
153,Come on Nationals. We don't need a Yankees vs Cardinals WS. #newblood,92
154,Cardinals!! Come back kids!,92
155,#Cardinals put up 2 in the top of the 5th. #Cardinals 3 #Nationals 6 #MLBonESPN975,92
156,I don't want to see Holiday be a hero here. I dislike him and the #Cardinals,92
157,Cardinals losing.... *sigh* .. WTF.?,92
158,#Reds almost came back from 6 down.  Lets see what the #Cardinals do. #NLCentral,92
159,Damnit Cardinals and Chipper,92
160,I think #Baseball season just ended.  #Cardinals,92
161,"""@MonneXo: “@YOOOitsChels: Cardinals .... wth!!!!!!!!!!!!!!!”what's the score"" 0 to 6",92
162,I'll only celebrate #weirdbaseball if the Cardinals score 2+,92
163,I am counting down the cardinals outs the nats need before they win: 7,92
164,That was a strike #Cardinals. #Nationals,92
165,The  fuck is up with the Cardinals losing?! #ugh #weneedtowin,92
166,Cardinals. Nervous. Ugh.,92
167,The cardinals are kinda stressing me out right now,92
168,We've had our chances before this game. Just sucks. #cardinals,92
169,I'm at a bar that don't have TBS so I can't watch the Cardinals lose⚾,92
170,Cardinals have them loaded with no outs. I'm expecting a double play.,92
171,Cardinals Not Gonna Go Out Sweet.. #TeamNationals Let'a Pick It Up!,92
172,"I swear, Cardinals better win. &gt;.&lt;",92
173,Keep the faith. Remember this is the team that had THE famous game 6 of the WS. #Cardinals,92
174,"That should have been a double play, but #Cardinals get one.",92
175,#cardinals How a terrible should i get rid of this kind of?  http://t.co/AiJJDor1,92
176,Cardinals: 1 for 11 with RISP. #statofthenight,92
177,Home Run!!! #Cardinals go baby go!,92
178,Heavy drama in this #Nationals #Cardinals game! #PlayoffBaseball,92
179,AND THE DRAMA CONTINUES #CARDINALS,92
180,That was huge. #Nationals #Cardinals,92
181,🙏RT @Dat_Dude_2: I think the Cardinals are running out..,92
182,"Go Cardinals, beat the Trashionals!!",92
183,Holy smokes crazy. I'm glad I stayed up. #Cardinals,92
184,"I can't believe what I'm watching right now, 
Nats cardinals omg",92
185,Pretty sure @CurtisPope 's pants just got a couple inches shorter #mlbplayoffs #cardinals #tiegame,92
186,This is absolutely crazy #baseball #cardinals,92
187,The Cardinals are tough like the Yankees. They have been here before.,92
188,It's official. The Cardinals are the new Yankees.,92
189,Wow the cardnails never go away #Cardinals #mlbplayoffs,92
190,Cardinals just don't lose!! Down to their last strike again!,92
191,Oh my god! Cardinals baseball!,92
192,This cardinals /nats game is sick!,92
193,Dozed off for a few minutes and the #cardinals are winning now.,92
194,This baseball game &gt;&gt;&gt; #cardinals,92
195,What the HELL… Cardinals / Nationals,92
196,"""@PHSportsGoddess: The Cardinals = Herpes"" lmfao",92
197,9-7 wat the fqk dey mean. Letz Go Cardinals,92
198,Why...why cant this stupid team just LOSE!!! I hate the #Cardinals!!!!,92
199,#nats  showing #Natitude!,92
200,Love at the #Nats fans on my TL that's why we're fam! #NATITUDE,92
201,Nuck the Fats! #MLBPlayoffs @MLB @Nationals,92
202,Cardinals vs. Nationals: Why Adam LaRoche Is the Key to the Nationals' Hopes: The Nationals have to consider thi... http://t.co/0BOO43QV,102
203,Cardinals vs. Nationals: Why Adam LaRoche Is the Key to the Nationals' Hopes: The Nationals have to consider thi... http://t.co/qYUVh9oL,102
204,This is sad. The Cardinals have gotten their fun. Why can't the Nationals have some fun?,102
205,Cardinals vs. Nationals on my twitter feed... Fauxing hilarious!,102
206,At least the #Cardinals are gonna lose. If only the #Tigers would have ..,104
207,This is the craziest end to a game ever #cardinals,104
208,#cardinals Now this is so darn gorgeous http://t.co/ETUjNzCl,104
209,&amp; the #Cardinals take a 9 - 7 lead -_-' oh well. The Nationals almost had it.,104
210,This is crazy! #Cardinals have taking the lead at 9-7 now! #OctoberBaseball,104
211,#Cardinals take 9-7 lead. There couldn't be a more #annoying team in the #MLB #sucks,104
212,Holy crap cardinals!! That's why you play 9innings!! #octoberbaseball,104
213,MLB Recap - Washington Nationals at St. Louis Cardinals - Oct 08 ... http://t.co/slts91VE,105
214,Let's go Nationals! #NATITUDE St. Louis blows!,105
215,it's LOUD in washington #NLDS #natitude,105
216,Go nats. Beat the cardinals ass,105
217,#Natitude! Let's go Nats! @Nationals http://t.co/5g8loObC,105
218,Wayy too fucking hype for this Nats game #NATITUDE,105
219,Most important game in franchise history. Let's go Nats! #NATITUDE,105
220,"Game time, let's go Nats!! #NATITUDE",105
221,"Lookin' for @GioGonzalez47  to pitch a gem, and some big Nats Bats.  C'mon Nats, it's Prime Time!  #Natitude",105
222,I really want the cardinals too win instead of the nats,105
223,Come on Nats close this one out ! The Cardinals dont even deserve to be here !,105
224,Nats are shitting on the Cardinals. #Natitude,105
225,Top #MLB Pick 1:  St. Louis Cardinals vs Washington Nationals go with #WashingtonNationals (-135) make picks free:  http://t.co/TCKhJvoU,105
226,"Going to the 3rd Inning in Washington, Nationals lead the Cardinals 3-0",105
227,3-0 Nationals smh let's go Cardinals!!! #CardinalsNation,105
228,Lego NATS beat these bitch ass Cardinals,105
229,Lets go Nats! Send those fucking Cardinals packing,105
230,the NATS are just raping the cardinals :),105
231,this is NOT the way to get this game started CARDINALS!!  Come ON!!,105
232,Cardinals get two in the 5th on a wild pitch and I walked in. 6-3 NATS. Coming up to bat.,105
233,Wild pitch. And the Cardinals are down 4.,105
234,they dont call us the st.louis cardinals for nothing! Everyone needs to stop be so dang negative and cheer on our home team!,105
235,The cardinals are the least patient team I've ever seen #awful,105
236,Glad to see the Cardinals are still alive. One more hit and they take the lead!,105
237,"If men from D.C. can do one right thing this year, it is beat the St. Louis Cardinals. #CubsFanRootingForWashington",105
238,CARDINALS! what are you doing?!? #playoffs #Game5 #StepItUp,105
239,Cardinals need to #stepitup #dowork,105
240,This is what I'm talkin about.. (@ Nationals Park for St. Louis Cardinals vs Washington Nationals w/ 329 others) http://t.co/qgrxsJ7e,105
241,The cardinals Washington game is nuts,105
242,"Calm down &amp;...

Turn on the Cardinals game.",105
243,The cardinals won't go away! These are without a doubt the most exciting divisional series I've ever seen,105
244,Cardinals are going to take the world series title.,105
245,This is crazy!!! Cardinals won't die!!,105
246,The Cardinals got them Nationals fans spooked out in D.C. #CardsNation,105
247,Cardinals fans must be feeling great right now.,105
248,Y'all cardinals fans are mad #NATITUDE,105
249,Can't think of a better way to start an elimination game in October. GO NATS!! #MLBPostseason #Natitude,105
250,3-0 Nats nobody out and a single away from a team cycle in the 1st. #NATITUDE,105
251,Nats showing off early #natitude,105
252,Game time! Game 5 starts now! #Natitude http://t.co/TxQgVLQL,105
253,That's how to start a game #Natitude,105
254,That's how you start a Game 5 #NATITUDE,105
255,I LOVE THE SAINT LOUIS CARDINALS #RedOctober #CardinalNation,105
256,CARDINALS!!! #GOBIRDS #CARDINALNATION,105
257,Fuck yeah cardinals!! #CARDINALNATION,105
258,#CardinalNation #12in12 #Game5 BEAT THE NATS!! ⚾⚾⚾,105
259,I bet the Nats crew had started taking down the plastic in the visitors' locker room in the 2nd inning!   #STLCARDS #CardinalNation,105
260,I feel kinda bad for all those depressed Nats fans.. #saidnooneever #CardinalNation,105
261,Cardinals vs. Nationals NLDS: Game 5 matchup favors Washington http://t.co/NCqFMnvW,105
262,As much as I love seeing the cardinals losing. I absolutely hate the fucking nats,105
263,i love seeing the cardinals lose #gonationals,105
264,"Straight up, I like the Cardinals but I'm going for Washington.",105
265,The most wonderful time of the year 12 in 12...I love this team LETS GO CARDINALS #stlcards,105
266,Strikes on the first pitch....tighten it up Cardinals.,105
267,Landed in St Louis - yeah!!!   Let's go Cardinals!,105
268,"Damn the Nats are smashing the Cardinals 6-0, only the 3rd inning",105
269,This cardinals nats game is crazy,105
270,Once the cardinals offender gets going it doesn't seem to stop.,105
271,"Cardinals winning!!! We got this, lets go man!",105
272,C'mon Jackson I know you can fuck this up. #Nationals #Cardinals #MLB,105
273,"I picked St. Louis Cardinals to win in the #stlcardinals vs. #nationals prediction in #SocialDugout.
http://t.co/s0tjRCQE",105
274,Are you sure the saying isn't Cardinals not cats have nine lives #Nationals #cardinals,105
275,St. Louis is the worst. #mlb,105
276,Go Cardinals #St.Louis #STL #SaintLouis #Cardinals,105
277,St. Louis Cardinals. The only real baseball team in Missouri.,105
278,Come on washington you can beat the cardinals,105
279,"Cardinals may want to get their at bats over quick so they can go home!
6-0 Nats in the 3rd!",105
280,We got this. #STL #Cardinals #LetsGoCardinals,105
281,With in one run!!!!! @Cardinals #playoffs,105
282,let's live tweet each pitch of this next AB #Nationals #Cardinals #game5,105
283,Tied ball game!!! #cardinals wow,105
284,I feel like somebody just kicked me in the balls and they are stuck in my stomach #Cardinals,105
285,Holy shit St. Louis Cardinals!!,105
286,Yadi-cakes draws the walk.  I feel a #deepfreese coming on.  #cardinals #mlbpostseason,105
287,"Said it last night, the Giants and the Cardinals refuse to go away in October",105
288,"I hate the Cardinals, but this is why baseball in October, is. Awesome.",105
289,The cardinals are by far the clutchest team in baseball #repeat,105
290,This is why i love october baseball . #cardinals,105
291,Cardinals just tied it. They are unbelievable .,105
292,"just when I was nice and relaxed, Cardinals tie it. wide awake now.",105
293,"""I say we take off and nuke the entire site from orbit. It's the only way to be sure."" Hicks on the St. Louis Cardinals, I think.",105
294,I want to throw up.  Love this game.  #cardinals,105
295,The team that won't die. EVER. #Cardinals,105
296,"""The Cardinals never say die.""
You're damn right!",105
297,HOLY TOLEDO CARDINALS!! Way to tie it up!! C'MON STL!,105
298,"Wow, just like that from down 6-0 to 6-5! STL Cardinals back in this! Wow",105
299,Oh no. Shit just got real. #cardinals #nationals,105
300,Way to tie it #cards !! #cardinals #nationals,105
301,OMG!!! Tied game #Cardinals #Nationals,105
302,Whole new ball game. #Cardinals,105
303,Honestly. I'm so sick of the Cardinals! 9-7 St. Louis.,105
304,St. Louis Cardinals continue post-season magic for second consecutive year (and series).,105
305,Cardinals down to their last strike AGAIN and tie it up and take the lead!,105
306,Question is can they win it without the miracle? RT @StepnerWKBW: Let's get Game 5 #Nationals !! #Natitude and nerves. http://t.co/2SoRKjGe,105
307,Lets go fellas. Get this win #Nationals #NATITUDE,105
308,I feel like its taking forever for my nationals to come on #NATITUDE,105
309,"After all the Cinderellas, we are going to.end up with Giants, Cardinals, Tigers and Yankees? Yeesh",105
310,"Yankees tigers cardinals giants, literal worst case scenario",105
311,Tigers and Cardinals in the World Series,105
312,I got the Cardinals &amp; Tigers making it to the World Series..,105
313,"Cardinals and Tigers, I'm calling it",105
314,#Nationals game in surround sound. #bringit #NATITUDE,105
315,Wow cool. Cardinals giants. Real sweet.,105
316,this stadium is on fire #natitude #playoffs,105
317,Let's Go #Nationals...Give the #Cards some serious #Natitude,105
318,#Natitude ! RBI triple for the lead!,105
319,Time to watch my Cards win their 6th straight elimination game! Leggo! #game5 #stlcardinals #cardinalnation,105
320,"""@espn: Nationals Park is going absolutely nuts right now. #Natitude""",105
321,What an inning for the Nats. Wow. #natitude,105
322,Go #Cards!!!! #12in12 #Cardinalnation,105
323,Idgaf I still rep my team #CardinalNation,105
324,Lets go Birds do or die #12in12 #Cardinalnation,105
325,Beautiful fielding by Kozma. #Cardinalnation,105
326,KOZMA!!!!!!!!!!! #12in12 #CardinalNation #WINNING,105
327,Kozma!!!!! The birds never say die #cardinalnation,105
328,#winning RT @JoeBiden: “My promise to you and Barack tonight”: http://t.co/qnn03ODc,105
329,"3 men stranded but that's okay, catching up #CardinalNation #STL",105
330,"Come on Cards!! Get your head in the game, you can do it!! #CardinalNation #12in12",105
331,Let's get ready to rumble #cardinalnation,105
332,LETS GO CARDS!!!!! #GAME5 #CardinalNation,105
333,"Great way to start the game 
#Natitude",105
334,SEND THE NATIONALS HOME!!!!! #cardinalnation,105
335,"Heck yea! 
#12in12 
#CardinalNation",105
336,I can't watch... Too nerve wracking. #cardinalnation,105
337,UN- FUCKING-BELIEVABLE! #RedOctober #CardinalNation,105
338,HYFR!!! #12in12 #CardinalNation,105
339,Best way to start an awesome weekend! Proud citizen of #cardinalnation #STL,105
340,Wow this is incredible #CardinalNation #12in12,105
341,Omg!!! Its tied! #cardinalnation #12in12,105
342,Its 11:11...my wish cards to win... BIRDS #12in12 #cardinalnation,105
343,CARDS!!!!!!!!!! #Cardinals #CardinalNation #STLCards,105
344,"Win or lose, I'm so proud to be a Cardinal fan right now. #CardinalNation",105
345,Now shut the fucking nationals DOWN!! #CARDINALNATION,105
346,"""They are who we thought they were, and we let them off the hook"" - (Dennis Green voice) lmao #12in12 #CardinalNation #BIRDGANG #RedOctober",105
347,So proud to be from Missouri right now! #CardinalNation,105
348,"I am from Bandwagon City, Missouri near STL and it's apart of #CardinalNation!",105
349,I LOVE MY BOYS #CARDINALNATION #12IN12 #FREAKINGTHEFUCKOUT,105
350,"COME ON @Cardinals LET'S FINISH THIS ON TOP!!!
#12in12 
#CardinalNation 
#RedOctober",105
351,SHIT GOT HELLA REAL¡ #CARDINALNATION,105
352,#Repeat #CardinalNation #STL,105
353,LET'S GO @Cardinals!!!!!!!!!!!! #12in12 #rallysquirrel #STLCards #CardinalNation,105
354,Let's go Cards #Cardinals #RallySquirrel,105
355,AND THE @CARDINALS TAKE THE LEAD!!!! #rallysquirrel baby!!!!!,105
356,Never been more proud to be a cardinals fan!!!!! #12in12 #CardinalNation,105
357,My family infront of the tv right now.... #cardinalnation #12in12,105
358,Soccer winning and now this #bestday #CardinalNation #12in12,105
359,ALL WE DO IS WIN WIN WIN NO MATTER WHAT! #CardinalNation #Stl !!!!!,105
360,I'm going to be honest I didn't think it was possible #nevergivinguphope #CardinalNation #12in12 😃⚾❤,105
361,Way to go cards!!! So stressful but you did you it! #12in12 #cardinalnation,105
362,Never doubt my boys!!! #CardinalNation #12in12,105
363,Still in shock. #cardinalnation #12in12,105
364,These highlights will be on all night and ima.have that shit on all night lmao #BangBang #STL #CardinalNation,105
365,that's a win! #cardinalnation #12in12  http://t.co/JojPY1IT,105
366,And there are fireworks going off in St Charles right now #CardinalNation #12in12 #STL,105
367,NLCS never sounded so sweet. #CardinalNation,105
368,I feel bad for Drew #CardinalNation,105
369,FUCK YEAH BIRDS!!! #CardinalNation,105
370,Game changer @DanielDescalso that's how it's done #cardinalnation,105
371,Love the cardinals... Moving on to the NLCS!! #CardinalNation #12in12,105
372,Once again in awe. This team is pure magic. #stlcards I will go straight to work without sleep. But it is worth it! #CardinalNation,105
373,NEVER COUNT US OUT. #12in12 #RedOctober #CardinalNation,105
374,Wow… Postseason magic! #CardinalNation,105
375,&amp; THAT is why I'm a Cardinals fan. #12in12 #believe #STL #cardinalnation,105
376,It's still early...the cards can come back. I have faith in my birds!!! #cardinalnation #Believe,105
377,We should wake the kids. #Believe @cardinals,105
378,I still have faith! #CardinalNation #12in12,105
379,The comeback kids!! #cardinalnation #12in12,105
380,Fuck yeah cards!!!! What a comeback!!! #CardinalNation,105
381,Somebody gone get murdered in D.C. Tonight.  #CardinalNation,105
382,Stayin naked till the next game. #CardinalNation,105
383,Whatchu know about that?! Love my cardinals! #CardinalNation,105
384,Through the good and the bad Stl fans support #CARDINALNATION  #CARDHARD #12in12,105
385,Congrats to our STL Cards! What a game!! #CardinalNation #RedOctober ⚾⚾,105
386,"Always been a Cardinals fan! 
#CardinalNation #Cardinals #hometownteam",105
387,2nd miracle of the week? I think yes. #CardinalNation #lovemyboys,105
388,Wow. #mlb #playoffs #Cardinals #Nationals,105
389,Love the #Nats. Hate TBS. Pissed at @MLB.,105
390,I almost forgot how much I hated the TBS announcers. #cardinalnation,105
391,"Somehow, someway find a way to win???  SHUT UP ALREADY TBS!!!  #StL #Cards #CardinalNation #12in12",105
392,"Nationals got my attention for next year.
So glad I stayed up!
#mlb",105
393,This ALDS Game 5 Cards Nats is reason why I love MLB Playoffs,105
394,MLB has got to be loving the first round of the playoffs this year.,105
395,MLB playoffs &gt;&gt;&gt; #crazy,105
