,tweets,clusterID
57,"""I will contest that vote with everything I've got"" - UK Prime Minister Theresa May says she will ""stand ready to f… https://t.co/WZa6itRTQo",10
58,"They may have donated to Bill de Blasio's Fairness PAC, but will they put their votes where their money went? Not e… https://t.co/kX9KwISZa4",10
59,RT @reuterspictures: U.S. President Donald Trump and First Lady Melania Trump attend a welcome ceremony with Britain's Queen Elizabeth at B…,10
60,UK government's 'Right to Rent' scheme asking landlords to check tenants' immigration status incompatible with huma… https://t.co/2iN7hwmRnP,10
61,"U.S.' Pompeo to discuss Venezuela, Iran with Dutch counterpart https://t.co/jAxQjiWVmq https://t.co/jI00D0FauG",10
62,Small museums across the U.S. struggle to raise money and capture attention at a time when so many other cultural o… https://t.co/Mt8rE3UKDJ,10
63,"RT @BBCNews: Donald Trump reignites political feud with Sadiq Khan, tweeting that the London mayor is a ""stone cold loser"" who should ""focu…",10
64,"RT @BBCNews: President Trump is on his way by helicopter to the US Ambassador's residence Winfield House in central London

Latest updates:…",10
65,"RT @BBCBreaking: US President Donald Trump arrives in UK for three-day state visit 

Follow latest updates: https://t.co/4zaqzAiNZz #TrumpU…",10
66,"RT @tmagazine: As the first black woman to run a major luxury fashion house, @Rihanna paid close attention to inclusivity when creating the…",10
67,"RT @BBCNews: What to expect from President Trump's three-day state visit to the UK

[Tap to expand] https://t.co/IR8GOGUvvd https://t.co/gx…",10
68,RT @BBCNews: Donald Trump says Boris Johnson would be 'excellent' Tory leader https://t.co/kVEwBy1w9H,10
69,"RT @BBCNews: European elections: Northern Ireland elects three women MEPs for first time
https://t.co/lG0Oqr9Bp8",10
70,Trump in Japan: US president backs Abe-Kim talks https://t.co/LuTErGyBIm,10
71,"""Fresh from the fields of Fukushima"" - meet the farmers who have returned to the site of Japan's worst nuclear powe… https://t.co/Memzwy8iSx",10
72,RT @BBCNews: Donald Trump: Details of first state visit to UK revealed https://t.co/uTP9WDhdFy,10
73,"RT @BBCPolitics: ""I feel badly for Theresa, I like her very much"" - US President Donald Trump says the UK PM is ""very strong"" 

https://t.c…",10
74,"RT @BBCBreaking: ""It is in the best interests of the country for a new prime minister to lead""

UK Prime Minister Theresa May announces she…",10
75,"RT @BBCBreaking: Theresa May to quit as Conservative leader on 7 June, paving way for contest to decide new UK prime minister https://t.co/…",10
76,"RT @BBCSport: PSG's president has been charged with corruption over Qatar's bid to host the world athletics championships.

👉 https://t.co/…",10
77,RT @NBCNews: LIVE: The Queen hosts a formal welcome ceremony for President Trump and the First Lady at Buckingham Palace. https://t.co/VQNL…,10
78,"RT @NBCNews: WATCH: President Trump responded moments ago to Mueller's public statement, and his tweet this morning that ""I had nothing to…",10
79,"RT @NBCNews: WATCH: Full ceremony: Japan's new emperor, Naruhito, welcomes President Trump and the First Lady during the president's state…",10
80,RT @NBCNews: LIVE: British PM May speaks on latest Brexit developments. https://t.co/gCeI0Ms9DN,10
81,Federal judge denies President Trump's bid to block US House cmte.'s bid to obtain some of the president's financia… https://t.co/Dj6dnCum6e,10
82,RT @NBCNews: LIVE: Sec. Pompeo meets with President Putin. https://t.co/8u8r1Sh518,10
83,"RT @NBCNews: LIVE: AG Barr resumes testimony before Senate on redacted Mueller report. https://t.co/Q88VJ5HCg3 

https://t.co/ubyEWRVjFS",10
84,"Read Special Counsel Mueller’s full letter to AG Barr: 

""The summary letter ... did not fully capture the context,… https://t.co/ZE7KrBpdgk",10
85,RT @NBCNews: LIVE: AG Barr to discuss the redacted Mueller report before he releases it this morning. https://t.co/Vxc4HyhcPU https://t.co/…,10
86,Attorney General William Barr ratcheted up his criticisms of the special counsel’s office and defended President Tr… https://t.co/y8VS2g17eX,10
87,French President Emmanuel Macron cancelled an address to the nation that he had been due to give later Monday eveni… https://t.co/xjPT5hdEV7,10
88,British PM May has sacked Gavin Williamson as Defense secretary following an investigation into the leak of informa… https://t.co/TBOoPtiXbi,10
89,US Attorney General Barr's redacted version of the Mueller report is expected to be released to Congress and the pu… https://t.co/lOZiF5X3Xx,10
90,@nytimes AG Barr sends new letter to Congress explaining that the nearly 400-page Mueller report will be released w… https://t.co/N21Zdc5DcC,10
91,"Special Counsel Mueller's still-secret report, which was summarized in AG Barr's 4-page report, was more than 300 p… https://t.co/nt2tJel4Vk",10
92,RT @NBCNews: LIVE: @NBCNews Special Report: President Trump meets with Israeli PM Netanyahu at the White House. https://t.co/u9JkoJZJKw,10
93,RT @NBCNews: LIVE: President Trump speaks from Florida following release of AG Barr's letter to Congress with his summary of the special co…,10
94,RT @NBCNews: BREAKING: @NBCNews Special Report: Special Counsel Mueller has submitted his report to Attorney General Barr. https://t.co/qJx…,10
95,RT @NBCNews: LIVE: Sec. Pompeo holds news conference with Russian Foreign Minister Lavrov. https://t.co/ZmojDpwf8s,10
96,RT @NBCNews: LIVE: NATO Sec. Gen. Stoltenberg addresses Congress. https://t.co/hUtUHKXZkC,10
97,The moment MPs reject Yvette Cooper's amendment which sought an extension of Article 50 if MPs have not approved th… https://t.co/wXnMi5Got0,10
98,British lawmakers have approved a government motion seeking EU agreement for an extension to Article 50 to delay th… https://t.co/GpYtLu1Xu9,10
99,RT @NBCNews: LIVE: Authorities give latest updates after tornadoes kill at least 23 in eastern Alabama. https://t.co/hg7Rkc0eTx https://t.c…,10
100,"RT @MSNBC: BREAKING: At least 14 killed in Alabama tornadoes, coroner tells @kasie on @MSNBC:

""I expect that number to go higher,"" but sur…",10
101,"@wsfa12news At least 14 killed in Alabama tornadoes, coroner tells @Kasie on @MSNBC: ""I expect that number to go hi… https://t.co/KUa1NDHtKo",10
102,"Kim Jong Un supervised a test-firing of a new tactical guided weapon, calling its development an ""event of very wei… https://t.co/eFDa9hlsQ2",10
103,Parents of Otto Warmbier speak out after President Trump's comments on Kim Jong Un and responsibility for Warmbier'… https://t.co/GVbdIQ4lch,10
104,President Trump has revoked a requirement that US intelligence officials publicly report the number of people kille… https://t.co/CweAdYRMaj,10
105,"Asked about having halted joint US-South Korea military exercises during North Korea negotiations, and if they woul… https://t.co/tpLXd2Ui8q",10
106,"RT @NBCNews: LIVE: Senate votes on House-backed bill aimed at terminating President Trump’s national emergency border declaration. 

If mea…",10
107,"RT @NBCNews: LIVE: Michael Cohen testimony resumes. https://t.co/fgXtP0ddHb 

House Oversight Cmte. members still to question Cohen:

• Rep…",10
108,"RT @BreakingNews: LIVE: @NBCNews Special Report: 

Michael Cohen to testify before Congress. https://t.co/KrSQbhn54x https://t.co/02kJ51pYu8",10
109,"RT @MSNBC: BREAKING: White House reports ""no agreement was reached"" between President Trump and North Korean leader Kim Jong Un at Vietnam…",10
110,RT @NBCNews: BREAKING: President Trump and Kim Jong Un meet again in Hanoi. https://t.co/P8lEnJu6i7,10
111,"RT @NBCNews: NBC News President Noah Oppenheim: ""Our deepest sympathies go out to his family and loved ones. We are still gathering informa…",10
112,"RT @NBCNews: NBC News President Noah Oppenheim: “Earlier today, a device exploded in the vicinity of a group from @NBCNews in Syria. We are…",10
113,RT @NBCNews: LIVE: NBC News Special Report: President Trump to meet with Kim Jong Un in Vietnam. https://t.co/t1mujuwUmL,10
114,One Elizabeth Warren supporter said the Democratic primary represented a crossroads for the party. “We have this ch… https://t.co/QiYKGJiwam,10
115,RT @NBCNews: LIVE: @NBCNews Special Report: President Trump arrives in Vietnam for second Trump-Kim summit. https://t.co/W6hN86V0pX https:/…,10
116,RT @NBCNews: LIVE: @NBCNews Special Report: President Trump expected to declare national emergency to fund border wall. https://t.co/l5nMyf…,10
117,"RT @BreakingNews: LIVE: @NBCNews Special Report: 

President Trump to deliver State of the Union. #SOTU https://t.co/lCOc9gBsY7  https://t.…",10
118,"LIVE: @NBCNews Special Report: 

President Trump to deliver State of the Union. #SOTU https://t.co/lCOc9gBsY7  https://t.co/OAGdQCqOjo",10
119,"US economy added 263,000 jobs in April; unemployment rate falls to 3.6%, the lowest since 1969, new jobs report sho… https://t.co/FXAnmnVE8e",10
120,President Putin announced Saturday that Russia will also suspend the key Cold War-era missile treaty with the US fo… https://t.co/PcQUzjilIO,10
121,"President Trump and Sec. Pompeo say the US ""will suspend its obligations under the"" Intermediate-Range Nuclear Forc… https://t.co/5LhUMqvK19",10
122,Longest government shutdown in US history ends as President Trump signs short-term funding bill that reopens govern… https://t.co/CbWt3oVSWq,10
123,US House joins Senate in approving a short-term funding bill that would reopen the government until Feb. 15; sends… https://t.co/Ku69jElsAX,10
124,RT @NBCNews: LIVE: NBC News Special Report: Virginia Gov. Northam holds press conference after racist yearbook photo surfaces. https://t.co…,10
125,Democratic Virginia Gov. Ralph Northam releases statement apologizing for yearbook photo: “I am deeply sorry for th… https://t.co/esfi7oMImo,10
126,RT @NBCNews: LIVE: @NBCNews Special Report: President Trump makes statement on government shutdown. https://t.co/JkZg7pGGXA https://t.co/vf…,10
127,@CNBC @business FAA says air travel delays Friday morning being caused by staffing issues at two air traffic contro… https://t.co/5ndOFBSPbv,10
128,FAA says it is halting flights into New York City's LaGuardia airport due to air traffic control staffing issues; c… https://t.co/CQj9BQOW0z,10
129,"US calls on Maduro ""to step aside in favor of a legitimate leader reflecting the will of the Venezuelan people.  Th… https://t.co/whsbOLjzO9",10
130,RT @NBCNews: LIVE: @NBCNews Special Report: Roger Stone appears in court following indictment and arrest. https://t.co/bN6uK6IPKA https://t…,10
131,"Venezuelan security forces arrest No. 2 leader of opposition-controlled congress.

National Assembly VP Edgar Zambr… https://t.co/8keIaErl3O",10
132,RT @bbcworldservice: The school where children pay their tuition fees with plastic waste ♳ https://t.co/aP2cRAD3Si,10
133,RT @BBCBreaking: Andrea Leadsom resigns cabinet role saying she no longer believes government's approach will deliver Brexit https://t.co/M…,10
134,@YonhapNews President Trump will meet with North Korean Vice-Chairman Kim Yong-chol in the Oval Office at 12:15 p.m… https://t.co/FQOURUy01R,10
135,RT @NBCNews: BREAKING: @NBCNews Special Report: President Trump visits Iraq in his first war zone visit as president. https://t.co/BgJAhuyH…,10
136,"US Senate has passed a resolution, 54-46, to end US involvement in Saudi-led war in Yemen, a bipartisan rebuke of T… https://t.co/plo2FPWfgO",10
137,RT @NBCNews: LIVE: @NBCNews Special Report: Latest from Michael Flynn sentencing hearing. https://t.co/xKgOKLKP1K https://t.co/03S9p5xDWm,10
138,"@NBCNews US service members were killed in the bombing ""while conducting a routine patrol"" in the Syrian city of Ma… https://t.co/0w8HoAhTN8",10
139,"US is preparing to withdraw a significant number of US troops from Syria, two senior defense officials and one pers… https://t.co/Qemdt3Gn78",10
140,US Justice Dept. announces charges against 2 Chinese hackers who are allegedly associated with the Chinese governme… https://t.co/IuunIf6GRe,10
141,"RT @BBCAfrica: ""In 2012 we distributed around 300 meals, but today we want to distribute 40,000.""

Amadou Sakhir Diop is the co-founder of…",10
142,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,10
143,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,10
144,"After delayed results and international pressure, Congo’s electoral commission announces that opposition leader Fel… https://t.co/qHzCsxX0BZ",10
145,"RT @VictoriaLIVE: Hundreds of UK teens are being sent by their parents to East Africa to escape knife crime in London, we've been told.

ht…",10
146,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/FdLczQZN4g,10
147,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",10
148,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/lqmOqmHcJZ",10
149,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",10
150,RT @NBCNews: BREAKING: Video shows armored military vehicle slamming into pro-Guaidó protesters amid unrest in Caracas. https://t.co/QfbZwt…,10
151,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",10
152,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/WrELn434wB",10
153,".@GovChrisSununu: ""I don't think last night was a referendum on the president. I think last night was really a refe… https://t.co/lsznjxEPqK",10
154,Dershowitz on Sessions' Departure: Not All GOP Senators Will Allow Trump to Demand 'Loyalty' From New AG https://t.co/lrq24Ih7lc,10
155,".@Jim_Jordan on Jeff Sessions' resignation: ""I think it was appropriate, the action that was taken today by [@POTUS… https://t.co/oLG8pIW6Dr",10
156,Attorney General Jeff Sessions resigns in the wake of midterm elections. @edhenry reports. #TheStory… https://t.co/2FTTAq0LDF,10
157,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/99nfr9bJ8i",10
158,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,10
159,"RT @FoxNewsResearch: Trump’s Biggest Beefs w/ Jeff Sessions:
•Russia probe recusal 
•Not investigating Ds 
•Not probing “Clinton ties to Ru…",10
160,"""We will protect the rule of law.""

@RepAdamSchiff tweets a statement after Jeff Sessions resigns as attorney gener… https://t.co/aJc6owFLZq",10
161,.@SenSchumer calls on acting AG Whitaker to recuse himself from Mueller investigation https://t.co/SfA26v0ock https://t.co/TVhVNHxzet,10
162,JUST IN: Acting AG Whitaker sworn in https://t.co/SfA26v0ock https://t.co/lRztd6D6N2,10
163,.@senatemajldr releases a statement following AG Jeff Sessions' resignation https://t.co/SfA26v0ock https://t.co/e8BPukvmHN,10
164,"""We do know that the @POTUS, this morning, asked for the resignation of Jeff Sessions.""

@johnrobertsFox reports li… https://t.co/vNdGMbY6zB",10
165,BREAKING NEWS: Attorney General Jeff Sessions resigns; Chief of Staff Matthew G. Whitaker becomes acting AG https://t.co/SfA26v0ock,10
166,BREAKING NEWS: Attorney General Jeff Sessions resigns; Chief of Staff Matthew G. Whitaker becomes acting AG https://t.co/qs2Wgqf2WE,10
167,"👩 ""Do you know what an REO is?"" 
🤷‍♂️ ""An Oreo?""

When US Housing Secretary Ben Carson got a real estate term mixed… https://t.co/HRe9CMC3qG",10
168,"OPINION: Yes, Democrats have won the House but behind Pelosi's soaring rhetoric is THIS harsh political reality https://t.co/ZpofOYXQS5",10
169,".@senatemajldr: ""We have to work together. We need to improve the health care system in American because it's not w… https://t.co/byy0WDf5FD",10
170,".@TuckerCarlson: Dems' Election Message Was All 'Trump', No Substance https://t.co/CscvHQkfAX",10
171,".@NancyPelosi: ""Yesterday's election was not only a vote to protect America's health care, it was a vote to restore… https://t.co/UePnJqxT2C",10
172,At least 77 military veterans elected to Congress #Midterms2018 https://t.co/uNgXxswzmG,10
173,".@NancyPelosi: ""Women led the way to victory, with at least 30 new women coming to the Congress."" #Midterms2018… https://t.co/GPZ1GQz6fY",10
174,"RT @BreakingNews: LIVE: @NBCNews Special Report:

A National Day of Mourning for former President George H.W. Bush. https://t.co/QDNJlkbOeo",10
175,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/vTHRYnrT3X,10
176,.@POTUS holds a news conference following #Midterms2018 https://t.co/mmfuGw28DO,10
177,"In a statement on #Midterms2018, former President @BarackObama congratulated “everybody who showed up and participa… https://t.co/ElTghkIQpo",10
178,"Here’s a rundown of what's likely to happen by June 19, the last day of session for the New York Legislature, and w… https://t.co/4Sl22rZfFG",10
179,"Here’s a rundown of what's likely to happen by June 19, the last day of session for the New York Legislature, and w… https://t.co/uxJdNbm8NB",10
180,"RT @BBCPolitics: From anti-EU nationalists to the 'green wave' – @AdamFleming wraps up the #EUElectionResults in 28 countries

[tap to expa…",10
181,".@ByronYork: All that talk about a blue wave, all the talk about the American people rising up as one to repudiate… https://t.co/8aoGxPCpIj",10
182,"RT @MikeEmanuelFox: Democrats gear up for 2020 presidential race - from #SpecialReport tonight: 

https://t.co/2rYNfdShiO",10
183,"116th US Congress convenes with a Democratic majority in the House, and the most diverse group of lawmakers ever wi… https://t.co/jqUPVAspVa",10
184,"Dozens of bomb threats being reported at news outlets, government buildings, banks, libraries, other businesses acr… https://t.co/5Sj8DQmA4u",10
185,.@senatemajldr holds a news conference following #Midterms2018 https://t.co/fdej3Nq0lD,10
186,".@senatemajldr: ""I do think voting against Kavanaugh was a mistake."" @dailybriefing https://t.co/zGxqpx1nfa",10
187,.@HotlineJosh: “I think the results show you can’t have someone too far to the left. You have to find someone who c… https://t.co/Vtja9Penrr,10
188,Bryan Steil: “I’m optimistic that we can keep delivering results in Washington under the leadership of President Tr… https://t.co/u5N7xJ9Foj,10
189,.@senatemajldr: “We’re certainly going to try to help the president achieve what he’d like to do with regard to the… https://t.co/ypzhlR3Kw2,10
190,.@KellyannePolls: “I just think that the president has put everybody in a great position to talk about this histori… https://t.co/sE6I7XSCfY,10
191,.@LisaMarieBoothe: “I actually think Democrats are really going to overplay their hand in the House.” @foxandfriends https://t.co/Tr5EbRphSs,10
192,Deputy AG Rosenstein heading to @WhiteHouse for previously scheduled 4 p.m. meeting https://t.co/SfA26v0ock https://t.co/tRYj2L876E,10
193,".@kayleighmcenany on Kavanaugh effect: “Kavanaugh happened. That closed the gap, and we wondered if that tailwind w… https://t.co/MF8Tf0F1GA",10
194,US Senate passes a resolution saying Saudi Crown Prince Mohammed bin Salman is responsible for murder of Jamal Khas… https://t.co/LhVJ3Vxrtp,10
195,.@senatemajldr: “It is indeed a good morning for Senate Republicans.” https://t.co/NARYDkhqQw,10
196,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,10
197,".@michaelgwaltz: ""We have veterans running on both sides of the aisle. And why does that matter? Because in the fox… https://t.co/5zsSb7uM0m",10
198,.@DanCrenshawTX: “I think veterans have a great role in Congress.” https://t.co/T0PAho7Oq9 @foxandfriends https://t.co/m0MXdFAhoG,10
199,.@Richardafowler: “[@POTUS is] gonna have to work across the aisle. I think the place for this president to start i… https://t.co/kXw6i2liru,10
200,"RT @AleemMaqbool: POTUS coming in to land at Winfield House, his base for the next couple of days. The minaret of London’s Central Mosque t…",10
201,".@JMfreespeech: “The Republicans for 2020 must broaden their base. The Democrats, their challenge is different: The… https://t.co/FswSCyYp2k",10
202,".@POTUS: “By expanding our Senate majority, the voters have also clearly rebuked the Senate Democrats for their han… https://t.co/lAFzmjGOZQ",10
203,Democratic strategist @Richardafowler on GOP Senate majority: “I give @POTUS credit for getting a majority in the S… https://t.co/hAa8H61O6F,10
204,RT @FoxBusiness: Florida sports gambling measure passes despite NFL's Dolphins plea to voters https://t.co/gVroP7eFOj,10
205,".@NancyPelosi: “Today is more than about Democrats and Republicans, it’s about restoring the Constitution’s checks… https://t.co/1fZ7tNfjyp",10
206,"RT @FoxNewsResearch: #Midterms2018 
- Female Firsts
•100+ women in the House
•TN: First female Senator (Blackburn)
•1st Muslim women electe…",10
207,"Montana Senate race too close to call, @ellisonbarber has an update #Midterms2018 https://t.co/yE3M42521d https://t.co/tBi7u9d4nz",10
208,Jonathan Hunt has the latest on California’s big races #Midterms2018 https://t.co/yE3M42mDpN https://t.co/4tNtIbRP8c,10
209,White House 'asked Navy to hide warship USS John S. McCain' https://t.co/Vmg8WcTlCN,10
210,".@DouglasESchoen: Democrats, it would be a cataclysmic error to make @NancyPelosi your next House speaker (via… https://t.co/7soc8TYkYg",10
211,".@Richardafowler: “I think @realDonaldTrump has reshaped the Republican Party, and I think he deserves credit for t… https://t.co/WGS3aaipSv",10
212,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,10
213,Dem Gavin Newsom elected California governor https://t.co/4miXUhPh4L,10
214,RT @FoxBusiness: O'Rourke falls to Cruz despite $70 million fundraising windfall https://t.co/UuS1BAjQnf,10
215,"RT @FoxBusiness: 2018 midterm election: US enters 'longest business cycle' ever, analyst says https://t.co/0M5fucswbV",10
216,".@Nigel_Farage: “I’ve never seen so much interest in the midterm election in this country, and I think the conclusi… https://t.co/aiq40q6p57",10
217,"President @realDonaldTrump called Tuesday’s midterm election results a “tremendous success”, as the Republicans mai… https://t.co/jiC7kZS3VR",10
