,cluster no,tweet id,tweet
769,769,0,"RT @nytimesbusiness: ""No one is shocked when a paper mill closes any more. The shocking thing is when one reopens,"" said the president of M…"
770,770,0,"At 23, Elizabeth Pipko is better known as a swimsuit model than a political operative, if she is known at all. But… https://t.co/JoCgoArg26"
771,771,0,"Afghan women fear that the United States, like other great powers, sided with them only when convenient and is all… https://t.co/Rhahewa0c4"
772,772,0,"RT @NYTStyles: ""I sometimes wonder if my ex’s girlfriend came to the same conclusion: that real love isn’t so grandiose."" https://t.co/s9aj…"
773,773,0,"RT @NYTObits: Barbara Hammer, an experimental filmmaker who began celebrating lesbian sexuality and history in the 1970s, and who in her la…"
774,774,0,2 United States service members were killed during a joint operation with Afghan forces operation in northern Afgha… https://t.co/g7zymRtSl1
775,775,0,RT @nytimesbusiness: Our columnist gives a rundown of what you need to know about Facebook’s password vulnerability and what you can do to…
776,776,0,"Traditional Friday Prayers became a communal event, drawing together Muslims from afar, relatives of the dead and N… https://t.co/0UKJcl0nsl"
777,777,0,Nothing ever completely stops a Persian New Year party in the Afghan city of Mazar-i-Sharif. But fears of factional… https://t.co/XIvuQ6gp4x
778,778,0,RT @damiencave: A sad tally: The #Christchurch dead being buried today. https://t.co/oYrlKl5TDQ
779,779,0,New DNA evidence challenges the idea that the indigenous people of the Canary Islands were stranded there more than… https://t.co/83bTFnx8HW
780,780,0,A lawsuit against JetBlue says that 2 pilots drugged and raped flight attendants last year and that the airline too… https://t.co/qJLYBo0Jrz
781,781,0,"A.I. could be a boon to medicine. But neural networks can also be duped into being misleading, researchers have sho… https://t.co/d4Myt0lq3O"
782,782,0,RT @sharonNYT: NYU Steinhardt has released a statement about its namesake in light of the sexual harassment allegations in our NYT report.…
783,783,0,"MillerCoors sued Anheuser-Busch over an ad, claiming that it purposely misled consumers into believing there is cor… https://t.co/0oz9pP0rOV"
784,784,0,"RT @marclacey: All it took was for technicians to run the fingerprints collected at the scene of a rape through a database. Within hours, t…"
785,785,0,In the On Politics newsletter: Some 2020 Democrats are already thinking past the primaries and publicly mulling who… https://t.co/6iz79RGB6I
786,786,0,"RT @shamblanderson: I profiled the travel guru @RickSteves, who changed my life when I was 20 — and remains, decades later, a force of defi…"
787,787,0,President Trump signed an executive order directing federal agencies to link grants and certain other funds for hig… https://t.co/MtOoeIdltR
788,788,0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/otH4Tyx2V1
789,789,0,"RT @migold: Subway sex offenders tend to repeat their crimes. Police know who they are, but they can’t stop them from repeat subway groping…"
790,790,0,RT @sapna: the best part about Levi's going public is def the NYSE's temporary suspension of its no jeans rule https://t.co/Ua7IHhzSGS
791,791,0,"In a letter rejecting an asylum seeker’s claim, the British government quoted passages from the Bible to argue that… https://t.co/41bubrRN7Z"
792,792,0,Nearly 4 in 5 people say they would rather overpay their federal income taxes and get a refund every spring — effec… https://t.co/JMXkcGNQBv
793,793,0,"RT @mikiebarb: On today's Daily: A second person has been cured of H.I.V, something that after three decades of research, scientists and ac…"
794,794,0,RT @fmanjoo: Hi! Join me to chat about my column on the white-extinction conspiracy theory and whatever else. Let’s go!  https://t.co/1DUOA…
795,795,0,"Sheila Katz was an executive at Hillel International, the Jewish college outreach campus organization, when she vis… https://t.co/iR07ulHxZm"
796,796,0,Still filling out your NCAA tournament bracket? Take some risks with these 6 upset picks. https://t.co/EIOK6KAJYo
797,797,0,A bill has been introduced repeatedly for nearly 2 decades to ban fund-raisers from the capital when the New York L… https://t.co/ZFvCEg22TA
798,798,0,A second person appears to have been cured of HIV. A longtime AIDS activist explains what this means. https://t.co/JLUrSXw7Cy
799,799,0,"This ancient town on the Vietnamese coast has charm, history and beauty to spare. It is also budget-friendly, and f… https://t.co/OKanu8qPlW"
800,800,0,Dermatologists and salons that offer waxing and laser treatments report seeing an increasing number of girls as you… https://t.co/F6bwuWYrDF
801,801,0,How to not ruin your life (or just die of embarrassment) with a screen share: There are settings to help you avoid… https://t.co/vegyfnaE9k
802,802,0,Serial sex offenders are a problem on subways. Should they be banned for life? https://t.co/fvSNdWBcMn
803,803,0,Russia's state statistics agency has stopped publishing monthly reports on the population's declining income. After… https://t.co/YmnTgqKBA6
804,804,0,"Bernard Krisher, an energetic philanthropist and founder of Cambodia’s first English-language daily newspaper, has… https://t.co/At9el70bGF"
805,805,0,"In Opinion

@fmanjoo writes, ""The Great Replacement is a lie. The country is becoming more diverse, but white peopl… https://t.co/m0OTd8JVly"
806,806,0,"RT @StevenErlanger: Victor Orban escapes again. His Fidesz party is too important to his European partners on the center-right to expel, de…"
807,807,0,"An Italian school bus driver took 51 seventh-graders hostage, pouring gasoline on the bus floor and later setting i… https://t.co/uncDzB32YK"
808,808,1,"""You do you, Andrew Weissmann. I know that people get upset about tan suits. I think it looks nice on you.""

—… https://t.co/h0ifVUuk5j"
809,809,0,"Jake Phelps was the brash longtime editor of skateboarding’s most revered magazine, Thrasher, a position that made… https://t.co/0cFx28kesm"
810,810,0,"RT @ReutersBiz: MORE: Apple shares extend losses, now down 2 percent, after announcing new TV streaming service, credit card and updated ne…"
811,811,0,"Ivory Coast's bicycle-powered chocolate factory, @fllynagh reports https://t.co/klwtmuIiPd"
812,812,0,Expense report of the future reduces fraud and headaches https://t.co/7XbKPnnfR9 via @bethpinsker #WorldAtWork https://t.co/BCtJzPWeLB
813,813,0,A1 Group chooses Nokia as 5G equipment supplier in Austria https://t.co/yG4URuRNXz https://t.co/fRZ12RFRly
814,814,0,Fed rate cut seen nearer as yield curves invert https://t.co/8K8Kl7cm2c https://t.co/15ZmcpY9Dc
815,815,0,Results from around the NHL. For more sports coverage: https://t.co/nR59eSO28r https://t.co/OkqbWvQheK
816,816,0,"RT @ReutersBiz: MORE: Steven Spielberg, Jennifer Aniston, Reese Witherspoon and Steve Carell take the stage to announce projects after Appl…"
817,817,0,Jet Airways chairman steps down as banks move in with rescue plan https://t.co/DRUsjI5nyu https://t.co/IvG0DKbTvJ
818,818,0,JPMorgan asks 300 staff to move if no Brexit deal - source https://t.co/ppB6k03qcf https://t.co/AlNkbjbTm9
819,819,0,Wall Street falls on global growth worries https://t.co/z3k6sTBAXu https://t.co/5djMZRA1p3
820,820,0,Tradeweb Markets plans to raise up to $709 million in IPO https://t.co/5kO9cOe9DQ https://t.co/zPDrcBuoPh
821,821,0,Court halts operations at 13 Vale dams; operations at major mine affected https://t.co/vctlLQHZ9K https://t.co/aAlz6qjDoM
822,822,1,Private equity-led consortium to buy Inmarsat for $3.4 billion cash https://t.co/u9yfd9zecH https://t.co/GgwyMOrghy
823,823,0,'It’s show time:' A look at what Apple could bring in its TV push https://t.co/ueY3JD998j via @ReutersTV https://t.co/EDWyavxatV
824,824,0,"Hoping to assuage investors, Newmont offers special dividend if Goldcorp deal approved https://t.co/ibsAU4wHXC https://t.co/ZzD1qGOfIl"
825,825,0,"Companies are using artificial intelligence to audit expense reports, catch fraud faster and lose less money. They… https://t.co/M46m2JiRgp"
826,826,0,RT @ReutersUK: Majestic Wine scales back as sharpens focus on Naked Wines https://t.co/M63eucTDl4 https://t.co/5232JxWdoD
827,827,0,More floods loom as high river waters recede in Midwest https://t.co/TVE9XKg3Cf https://t.co/atsWfYbu9L
828,828,0,Biogen announces $5 billion buyback days after shelving Alzheimer's trials https://t.co/tU5d3mbloY https://t.co/g4Vw07MThP
829,829,0,RT @ReutersUS: Artist Betsy Ashton has created a series of life-sized portraits of immigrants to counter what she calls a false political n…
830,830,0,U.S.-China trade war poses biggest risk to global stability: IMF's Lipton https://t.co/91hbgH3uwT https://t.co/vYB6VtD45q
831,831,0,Study shows limited control over privacy breaches by pre-installed Android apps https://t.co/B72FcZyslb https://t.co/xwxwozCbMK
832,832,0,Wall Street opens lower as global growth fears persist https://t.co/2LidmttK4W https://t.co/vU5nR5p5Nj
833,833,0,"Viacom, AT&amp;T renew contract, avoid DirecTV blackout https://t.co/HtjYha0Vuq https://t.co/nFqtM1QNoW"
834,834,0,"Thailand's election results to emerge slowly, could take weeks https://t.co/xL4XUmoo6g https://t.co/UrZOjefMi5"
835,835,0,May should not resign over Brexit: pensions minister https://t.co/KBLwkAaMXZ https://t.co/ZHK407orip
836,836,0,"Despite producing more than two million tons of cocoa beans every year, not much finished chocolate is produced in… https://t.co/dK64HUDFtW"
837,837,0,"Ivory Coast's Mon Choco produces raw, organic chocolate using an artisanal process that includes grinding cocoa bea… https://t.co/Oylng0eC44"
838,838,0,India's opposition Congress unveils dole for poorest families in election gambit https://t.co/uYI8tLrPC0 https://t.co/SCTvf42eWR
839,839,0,LVMH briefly sinks almost 9 percent; traders suspect 'fat finger' https://t.co/LroMUzuSe2 https://t.co/7GxvMCz5Tg
840,840,0,Dog rescued by helicopter in snowy Scottish mountains https://t.co/6H6RoqGfhN
841,841,0,Oil prices slip amid worries of severe economic slowdown https://t.co/PIWiUKKPy2 https://t.co/ys4yQ7jWml
842,842,0,RT @ReutersUK: JUST IN: British ministers will meet at 9 GMT for advance briefing on how to progress parliament's attempts to take control…
843,843,0,Yen gains as global economic worries drive risk aversion https://t.co/7ACLgqqqMD https://t.co/iopuR51dQN
844,844,0,"Grinding while cycling: Chocolatier creates environmentally-friendly treats, @fllynagh reports https://t.co/ixgEeJoga5"
845,845,0,Singapore's core inflation rate hits nine-month low as central bank decision looms https://t.co/K7cqiSCiAc https://t.co/1sp12NPIaG
846,846,0,Duke survives UCF on Barrett putback in thrilling finish https://t.co/0CMpDczE95 https://t.co/ra5fVp1XE2
847,847,0,Curry returns to lead Warriors past Pistons https://t.co/i0HNA6AUHw https://t.co/keo2WzsprW
848,848,0,"UConn tops Buffalo, rolls into another Sweet 16 https://t.co/gIWIIWTNjl https://t.co/OV0vgGrllU"
849,849,0,"On @Breakingviews – Pinterest’s future relies on pegging global sales, says @GinaChon: https://t.co/oxHGCj6G6H https://t.co/nwBy8w5s5o"
850,850,0,"Take Five: Take it easy, central banks - World markets themes for the week ahead https://t.co/NMqv1uLr0i https://t.co/pRVpC5naCW"
851,851,0,"RT @Breakingviews: Chinese champions need a harder dividend squeeze, says @cbeddor https://t.co/vmARB4H59W https://t.co/Gh5Ny1dXL3"
852,852,0,Golf: Casey defends Valspar Championship with one-shot victory https://t.co/itknktwT91 https://t.co/vUzqd53CvW
853,853,1,"""I wouldn't even know about that,"" President Trump tells Fox's Maria Bartiromo on the timing of his decision to rec… https://t.co/6Ww0cL5SJR"
854,854,0,Syndergaard expresses frustration with Mets' decisions https://t.co/BcR2vx4dYf https://t.co/JDq8qBHxS6
855,855,0,Oil prices slide on concerns of sharp economic slowdown https://t.co/LJz6tFzjVB https://t.co/BjV1Odkm9W
856,856,0,"Listen: @Breakingviews sizes up Chinese housing unicorn Danke, which has a WeWork-style model for sharing offices… https://t.co/j1rIrXuKYc"
857,857,0,Exclusive: Telecom equipment provider Avaya considers leveraged buyout - sources https://t.co/NQT0sdUQq1 https://t.co/OxtMpLwqyr
858,858,0,Comoros opposition say presidential vote marred by irregularities https://t.co/wFzVPcqNWu https://t.co/y6MSCRwG1v
859,859,0,Keselowski dominates at Martinsville for win No. 29 https://t.co/BxYPmFgISi https://t.co/3Xc7AmNHGA
860,860,0,UPDATE: Trump has no plans to request an investigation of the 'other side' by the attorney general at this time: Wh… https://t.co/bc6ymn4q7V
861,861,0,Former Patriots WR Mitchell retires at 25 https://t.co/ZDDG8h2dD9 https://t.co/KsnkmzWIcQ
862,862,0,"Astros, Verlander finalize $66 million extension https://t.co/lS1uUcwzqy https://t.co/YLRENOY6eN"
863,863,0,PM May was told - set out her exit date to get Brexit deal approved https://t.co/TKZvRLUVpo https://t.co/yhWwfTlAuD
864,864,0,Kingsbury on No. 1 pick: 'Everything's on the table' https://t.co/YPtL6VfmG9 https://t.co/0D2PJuT3KE
865,865,1,"ICYMI: Meghan Markle, Duchess of Sussex, hopes the newest royal baby will be a feminist https://t.co/R9kdPXTzXj"
866,866,0,PM May met rebel lawmakers to discuss her Brexit deal https://t.co/SK7DUnod0N https://t.co/0OyDbJyydb
867,867,0,MORE: Evidence developed during investigation not sufficient to establish the president committed an obstruction of… https://t.co/AGqjA8q1VM
868,868,0,Former Thai PM Abhisit resigns as head of Democrats after election loss https://t.co/1bh1BqQWdp https://t.co/2fgraXlHVQ
869,869,0,A Chinese government gaming review led to Tencent's sharpest-ever quarterly profit drop. See more in this week's te… https://t.co/aF3WX7Hbky
870,870,0,Blue Jays release reliever Axford https://t.co/CeoSwUBUhg https://t.co/vREenj153k
871,871,0,"Thai election exit poll indicates opposition wins most seats, not enough to form government https://t.co/Yqq2fQDFzB https://t.co/5fkaxZwZCn"
872,872,0,"Referees must not penalise all contact in box, says Maguire https://t.co/zyUJuxrvGv https://t.co/3ABuVahZr0"
873,873,0,Advisory: Alerts and stories on Thai election exit poll withdrawn https://t.co/hUU3260LG4 https://t.co/lhxLZ2URVP
874,874,0,Germany to inject more money into Deutsche Bahn rail network: Bild https://t.co/pSgRMZco3W https://t.co/QV8qmts5dx
875,875,1,Millie Brown founded ‘Tears of a Mother's Cry’ to help comfort mothers who have lost their children to gun violence. https://t.co/U32NQbFEMY
876,876,0,Oman oil minister excited to be part of Sri Lanka oil refinery project https://t.co/dqguSGO1mu https://t.co/UdQr8BdSB3
877,877,0,"RT @ReutersBiz: Dark clouds loom over Silicon Valley as multi-billion dollar fines, privacy lapses and failed efforts to stop the spread of…"
878,878,1,Zimbabwe was under an internet blackout Friday as authorities extended a communications ban to cover emails after d… https://t.co/gtVVxnZfr3
879,879,0,Waters' layup lifts No. 3 seed LSU over Maryland https://t.co/5ii1qbw70Y https://t.co/BYVJCHgugV
880,880,0,"Give finger spinner a role at World Cup, says Harbhajan https://t.co/hHg4dI69s6 https://t.co/TAizIhyNEE"
881,881,0,‘I tried to maintain their privacy in a moment of very intense grief’: @Reuters photographer Tiksa Negeri explains… https://t.co/SIjbUJPxaS
882,882,0,Edwards scores 42 as Purdue ends Villanova's reign https://t.co/sQpNvFYgVE https://t.co/WnD4jRZnFw
883,883,0,5 Tips to 'Fall Back' From Daylight Saving Time http://t.co/9uO85uVWAs
884,884,0,@ThisWeekABC: Good prep ahead of our discussion on #DoubleDown --&gt; VP swaps throughout history --&gt; http://t.co/prR94oG6bz (via @LizHartfield
885,885,0,@GMA: Inside the chaotic and terrifying moments in Terminal 3 at LAX. http://t.co/krxGECsVRg
886,886,0,#LAXShooting survivor to @DavidMuir: “I was looking down basically the barrel of the gun. My life went before my eyes.” #ABCWorldNews
887,887,0,"RT @BBCNorthAmerica: “In the end, everyone but the public came out ahead”

Analysis | Legal expert @JonathanTurley explains why he thinks M…"
888,888,0,RT @BBCNews: Apple launches its own credit card https://t.co/xdYCO4mIoU
889,889,0,What secrets lie inside the arctic ice? These scientists could discover the next penicillin there - but it's a race… https://t.co/Jf8GEsa8xm
890,890,0,Cesare Battisti: Italian ex-militant admits to murders https://t.co/iJXpH9v2JX
891,891,0,"RT @BBC_HaveYourSay: ""Why is it necessary to delete gay-related content? Doesn't a person's life... deserve to be complete?"" https://t.co/3…"
892,892,0,Rich German family firm reveals Nazi slave past https://t.co/8Fos3eLvyO
893,893,0,RT @bbclaurak: May about to speak to Arlene Foster - various different sources saying govt would like to be able to bring next vote on deal…
894,894,0,'Historic day' - French-German parliament meets https://t.co/T1jwei3m4l
895,895,0,Motorcyclist seriously ill after collision in Greeba https://t.co/i4YvW84sPI
896,896,0,Jet Airways founder Naresh Goyal steps down amid crisis https://t.co/yiyshlVuh0
897,897,0,British no more: Why some UK citizens face Brexit dilemma https://t.co/ZVsb4PwyLc
898,898,0,"RT @BBCIndia: Campaigning takes a communal tone in Uttar Pradesh, where CM Yogi Adityanath referred to one of the opposition candidates, a…"
899,899,0,RT @SallyBundockBBC: The more the merrier or is Apple too late to the party? What do you think about the possibility of #Apple launching in…
900,900,1,Uganda food aid halted over poisoning fears https://t.co/JIce1MG7bU
901,901,0,Could an ancient Greek have predicted a US-China conflict? https://t.co/Nx9vpONqwa
902,902,0,What's happening this week? https://t.co/O3z4IxcQ7r
903,903,0,Cycle helmet safety campaign with scantily clad models sparks storm https://t.co/WEOEjqGIKX
904,904,0,"A quick guide to the Thai election

https://t.co/jTbSojHUYt https://t.co/mIuDogTGa6"
905,905,0,"As cities around the globe tackle the issue of air pollution, the capital of Mongolia provides a toxic warning to t… https://t.co/92eZwVOcOD"
906,906,0,Yellow vest protests: Injured protester's family to press charges https://t.co/e7OzCraME0
907,907,0,Somalia's al-Shabab militants attack ministry https://t.co/SaKyunSSgG
908,908,0,Huge fossil discovery made in China's Hubei province https://t.co/sKcRDZCmFE
909,909,0,In pictures: The lifeguards of Lagos https://t.co/hta3qKX4bb
910,910,0,"Five helicopters and several ships are taking part in the evacuation

https://t.co/p66p46iUa0 https://t.co/xLdnmCj5TW"
911,911,0,"RT @BBCSport: It's Ederson over Alisson in Brazil's lineup today 👐

We're LIVE for the latest international matches: https://t.co/ZXjAWGit6…"
912,912,0,RT @BBCNews: Remarkable images of a baby's heart while it's still inside the womb could improve the care of babies with congenital heart di…
913,913,0,RT @BBCSport: Australian racehorse Winx has extended her record-breaking win streak https://t.co/NH2i6YV8K6 https://t.co/A0UxEfQbXY
914,914,0,US disaster relief agency exposed private data of 2.3m survivors https://t.co/bThrvWAwrp
915,915,1,"While shocked parishioners and a television audience watched, a man stabbed the elderly rector of St. Joseph's Orat… https://t.co/1da8gs8l6B"
916,916,0,Dad of bus crash victim: 'I feel horribly for my son's killer' https://t.co/efe1b1c1PU
917,917,0,Yellow vests banned from Champs-Élysées after riots https://t.co/FEgsVjaUbZ
918,918,0,"An ancient city flourishing in a country ravaged by war

@BBCPaulAdams is in Marib where Yemeni life goes on… https://t.co/RIkxduROji"
919,919,0,"RT @BBCSport: PSG forward Neymar has been charged with making ""insulting acts against a match official"" following his comments about the Ch…"
920,920,0,"One man and his bear 🐻❤️️

How a hungry, lost and abandoned bear ended up best friends with a pilot

[tap to expand… https://t.co/nHJy42uBaF"
921,921,0,RT @bbcworldservice: Think you're afraid of spiders? Scientists say it's more likely you're just disgusted by them. https://t.co/XDOhz8bzyg…
922,922,0,RT @BBCScienceNews: Planet Jupiter: Spectacular picture of Jupiter's storms https://t.co/YS3RG3F2FY
923,923,0,"RT @BBCBusiness: If you've ever worked in customer service, the way this comic wolf deals  with weird situations and difficult people might…"
924,924,0,Imane Fadil death: No radioactivity in 'bunga bunga' model https://t.co/R0kBqeRXtf
925,925,1,"At least 50 people were killed when two commercial buses collided and burst into flames in northern Ghana, police t… https://t.co/TLWuDknqZX"
926,926,0,RT @BBCNewsAsia: Dead whale 'had 40kg of plastic in its stomach' https://t.co/TO6Jjkt0x9
927,927,0,RT @bbcworldservice: Isabella Santa Maria was scarred in a childhood accident. Now she encourages others to look at their lives with the ph…
928,928,0,RT @BBCMonitoring: Turkey has taken sweeping measures against domestic Islamic State (IS) group cells in recent years. Official data reveal…
929,929,0,"""Thank you for your tears, thank you for your haka, thank you for your warmth and compassion""

Thousands attend cer… https://t.co/cOhEEe3Nn3"
930,930,0,"Linda Armstrong.

Seated at the back of the mosque when violence arrived - but moved quickly to protect others.

""S… https://t.co/qE1GQos7TC"
931,931,0,Should black Americans get slavery reparations? https://t.co/P3I7zwQMxn
932,932,0,Swiss boy stabbed to death in Basel after school https://t.co/AnInJmfjlv
933,933,0,How deadly are the Himalayas? https://t.co/Xr6qxmSpoQ
934,934,0,Why the US can't take New Zealand-style action on guns https://t.co/bbB5l8nNhL
935,935,0,"""It's a shame, everyone throws their garbage into the sea""

This island looks like paradise - but it's drowning in… https://t.co/fCkoZiJBcN"
936,936,0,Zambia bans 'Viagra' energy drink https://t.co/5D5XVLakHs
937,937,0,"RT @BBCNews: 🎮🕹️👾 Top scores 👾🕹️🎮

Can video game music change the way you play? https://t.co/AbZNDoXKNa https://t.co/qKB1NpegVw"
938,938,0,"Last supermoon of 2019 seen around the world 🌕   

https://t.co/Gc1wIcvZOp https://t.co/SSRIPS7MV2"
939,939,0,RT @BBCBusiness: “If you’re a milk machine you can’t possibly work” – is breastfeeding a middle class luxury? #bbcfoodchain https://t.co/9t…
940,940,0,RT @BBCPolitics: #RevokeArticle50 petition crashes Parliament website https://t.co/0EGRQLBsoL
941,941,0,"RT @BBCBusiness: ""People prefer to buy local fish, but we earn nothing on local fish now... Only by selling Chinese fish am I able to earn…"
942,942,0,RT @BBCMaryam: Volvo has announced it will use in car cameras to check on how alert drivers are through eye movements. If in doubt It will…
943,943,0,Nicaragua agrees to free all opposition prisoners https://t.co/a3S7oWHIdK
944,944,0,"""No one will be able to buy these weapons without a permit to procure from the police."" - New Zealand's… https://t.co/9ZWbzGuxY3"
945,945,0,Brexit: Toilet paper maker stockpiles in a case of no-deal https://t.co/MFQx2bemJQ
946,946,0,Tynwald approves Isle of Man ferry deal terms https://t.co/8nJIvsL7Nb
947,947,0,Student football team abducted in Anglophone Cameroon https://t.co/99GBHQbyDG
948,948,0,"Man discovers 45 rattlesnakes living in his basement 🐍🐍🐍🐍🐍🐍🐍

[Tap to expand] https://t.co/Ri4a1y8Ygl https://t.co/Ro1ONhVTbl"
949,949,0,Fake pathologist for Germanwings air crash victims on trial https://t.co/PwykGramTq
950,950,0,The 'controlled chaos' of raising sextuplets https://t.co/Yw0NdduZKR
951,951,0,"RT @BBCNews: @BBCBreaking ""You are tired of MPs talking about nothing else but Brexit when you have real concerns about schools, the NHS, k…"
952,952,0,Auschwitz visitors urged not to balance on railway tracks for photos https://t.co/uuogIjAhrj
953,953,0,"""It was a miracle, it could have been a massacre""

Bus carrying 51 children hijacked and set on fire by bus driver,… https://t.co/JA0xlllDxx"
954,954,0,"RT @BBCNewsbeat: This is the perfect video for #InternationalDayOfHappiness ☺️☺️☺️
Eight-year-old Tanitoluwa is a US chess champion. His fa…"
955,955,0,Child porn accused loses US extradition appeal https://t.co/cY8xh4JMqF
956,956,0,"""We have been sheltering about 400 people -  men, women, children stranded with nowhere to go after their homes wer… https://t.co/1NpK487NPB"
957,957,1,Radovan Karadzic: Former Bosnian Serb leader faces final war crimes verdict https://t.co/bZDv6DIG33
958,958,1,Egypt: At least eight killed in chemical blast https://t.co/4SzoV8AMLx
959,959,0,Amnesty International says US air strikes 'killed Somali civilians' https://t.co/XYDLDXh9aZ
960,960,0,"Benjamín Sánchez survived by eating grass and drinking water from a stream

https://t.co/UKDk6fTfxd"
961,961,0,"RT @BBCBusiness: How is the way we travel likely to change in the future? 

[Tap to expand]

For more on the transport innovations taking p…"
962,962,0,"RT @BBCr4today: ""The clock is ticking... it looks like no deal will be unavoidable"" warns Lithuanian Foreign Minister @LinkeviciusL. An ord…"
963,963,0,"RT @BenMBland: 😄😄😄😄😄😄😄😄😄😄
It’s international happiness day... (yes, on a Wednesday 🤷‍♂️) so today I’d like to know what makes you happy?

L…"
964,964,0,Guatemala seeks arrest of former attorney general Thelma Aldana https://t.co/Xu4i2tTiZf
965,965,0,"Does art imitate life, or life imitate art?

This play on college admissions focuses on the inequality in the Ameri… https://t.co/qiR5f8tjKd"
966,966,0,"RT @BBCNorthAmerica: Can Trump end America’s longest war? 

This week, we’re on the front line with Afghan Special Forces 

As the US and T…"
967,967,1,Child abuse charges against YouTube channel's mom underscore lack of oversight for kids. https://t.co/0Kub7bH3TK
968,968,0,Lawsuit as unvaccinated teen banned by US school in outbreak https://t.co/NAnhaRGeAy
969,969,0,US-backed Syrian fighters 'overrun IS encampment' https://t.co/nZ1a37jLWF
970,970,0,"RT @BBCNews: ""It's like insurance which you hope you're never actually going to be able to use""

With more and more women around the world…"
971,971,0,"Is this man a ""clone"" candidate?

His name is almost identical to that of a former Ukrainian PM. There's suspicion… https://t.co/WmYq4nSEw7"
972,972,0,Thai tycoon found guilty for poaching but freed ahead of appeal https://t.co/IPvDUysSrJ
973,973,0,"World's most expensive cities revealed 🌆

https://t.co/mTUg9mpkvn https://t.co/ikruBL0SZ1"
974,974,0,Majorca in drive to rein in boozy tourists https://t.co/4SOKfLGEkE
975,975,0,"RT @BBCPolitics: Can #Brexit still happen on 29th March?

[tap to expand] https://t.co/s7IldfHZaZ https://t.co/FXE980ekFb"
976,976,0,"RT @BBCNewsbeat: Scientists suggest people don't become fully ""adult"" until they're in their 30s

https://t.co/SuHwE99pHA"
977,977,0,Airbnb host jailed for killing guest over unpaid bill https://t.co/YBNnMKPtcV
978,978,0,Chinese goths post selfies in protest after subway incident https://t.co/S4p5YihWIV
979,979,0,The ambitious water project that failed to prevent drought https://t.co/FFCfQkqKDE
980,980,0,Áurea Vázquez Rijos: Beauty queen jailed for husband's murder https://t.co/avRg6IA9Mr
981,981,0,African music superstar Koffi Olomidé guilty of rape of 15-year-old girl https://t.co/ys84WTzLrg
982,982,0,Fine art or fake? This man paints Renaissance replicas to hang in his living room [Tap to expand]… https://t.co/snFj87EHOb
983,983,0,Super bloom tourists cause small town 'safety crisis' https://t.co/Obc6EhWw6P
984,984,0,"How can you live with someone whose eating habits you hate? 

Couples tell The Food Chain podcast how they cope… https://t.co/8465byO4la"
985,985,0,"Many people think our social media experience is an exercise in the confirmation of prejudices. 

Does the academic… https://t.co/PeMrNG2VsV"
986,986,0,Two dead in record flooding in US Midwestern states https://t.co/AVp0lUR3Dp
987,987,0,"RT @BBCAfrica: ""Almost everything has been affected by the calamity,"" the governor of Mozambique's Sofala province has said.

Cyclone Idai…"
988,988,0,"RT @BBCAfrica: ""Ozil is the king of assists, and now he came through to assist the boy.""

Kenyan Lawrence Masira has always been a huge Ars…"
989,989,0,RT @BBCBenThompson: Are social media companies doing enough to prevent extremist or violent videos being uploaded to their sites.  Should s…
990,990,0,RT @BBCNews: US detects huge meteor explosion https://t.co/ImfXeGzgCl
991,991,1,Canadian authorities have granted asylum to a woman and her daughter who housed Edward Snowden in Hong Kong after t… https://t.co/VTimpbftBU
992,992,0,Holocaust: How Spanish 'Angel of Budapest' Sanz Briz saved Jews https://t.co/puqsgqTbEJ
993,993,0,Kirstjen Nielsen: Walking a tightrope working for Trump https://t.co/JZ6Z7RMbkM
994,994,0,Serbia protests: Vucic the target of Belgrade rally https://t.co/kdTNU2pJwL
995,995,0,"RT @bbcworldservice: Longer life expectancy means more of us are living to old age. 
Are you prepared? What does old age mean to you?
Find…"
996,996,0,Like a dog with a bone: The Bolivian helping strays https://t.co/gq868R6Ais
997,997,0,"RT @BBCSport: ""We've had so many epic battles and I know now that every one we have could be our last. Was this our last chance? I hope not…"
998,998,0,Anti-corruption candidate Zuzana Caputova leads Slovak poll https://t.co/mSK4Vd2ZGN
999,999,0,Viral cat videos and the man who watches thousands of them https://t.co/wjq2ji2Fzf
1000,1000,0,Big pro-Catalan rally staged in Madrid https://t.co/1s554fUpTY
1001,1001,0,"Faked learning disabilities 
Photoshopped sports headshots  
Manipulated exam results 

Inside the US college 'chea… https://t.co/PFBz5y6S8B"
1002,1002,0,'Bunga bunga' model Imane Fadil's death investigated https://t.co/Do4umkcxqd
1003,1003,0,Clowning around to help manage anxiety https://t.co/DCyhpTr90V
1004,1004,0,"This story is told in stunning 360-degree video, by @BBCVikas 

For the best viewing experience, tilt  your mobile… https://t.co/X3zfejtTyU"
1005,1005,0,"RT @BBCWorld: Even in a sea of people, you can feel like the loneliest soul.

But take heart, for there might be another’s just like yours.…"
1006,1006,0,Produced by @BBCVikas
1007,1007,0,Romanian mini-motorway highlights 'failed' road network https://t.co/bCnGcdrmlR
1008,1008,0,RT @BBCNewsnight: “The shock will wear off and we will have to get to grips with how we handle the fallout of such an incredible tragedy”…
1009,1009,0,Celebrity parents and the bizarre 'cheating' scandal https://t.co/gr3Mi5lxfA
1010,1010,0,"""The only way that communities can respond to the voice of hate is to come together with love, compassion and kindn… https://t.co/UKXfyIu5e4"
